,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.71,0.7,0.93,0.97,0.83,0.39,0.86,0.65,0.75,0.86,0.5,0.38,0.54,0.58,0.56,0.72,0.67,0.69,0.58,0.79
aubit4gl.csv,0.75,0.89,0.94,0.0,0.49,0.92,0.5,0.93,0.75,0.75,0.69,0.91,0.0,0.94,0.8,0.9,0.79,0.83,0.94,0.96
bionote.csv,0.96,0.86,0.91,0.86,0.64,0.45,0.43,0.83,0.0,0.0,0.67,0.42,0.0,0.9,0.0,0.56,0.92,0.66,0.59,0.62
bullet.csv,0.82,0.4,0.44,0.59,0.37,0.35,0.43,0.71,0.49,0.35,0.42,0.46,0.67,0.64,0.5,0.4,0.76,0.62,0.43,0.52
customwars.csv,0.4,0.37,0.39,0.89,0.32,0.37,0.36,0.54,0.5,0.86,0.73,0.28,0.0,0.43,0.0,0.56,0.83,0.4,0.45,0.46
findbugs.csv,0.4,0.38,0.43,0.67,0.42,0.35,0.76,0.4,0.53,0.5,0.39,0.34,0.34,0.48,0.5,0.46,0.5,0.43,0.59,0.53
frogatto.csv,0.4,0.4,0.42,0.69,0.32,0.33,0.38,0.37,0.41,0.56,0.47,0.28,0.0,0.45,0.48,0.35,0.52,0.39,0.31,0.37
grisbi.csv,0.4,0.42,0.38,0.66,0.34,0.36,0.39,0.34,0.4,0.41,0.39,0.3,0.35,0.47,0.45,0.39,0.42,0.46,0.31,0.36
lsb.csv,0.46,0.46,0.39,0.55,0.44,0.47,0.64,0.35,0.5,0.6,0.56,0.82,0.93,0.42,0.42,0.45,0.61,0.49,0.34,0.42
oscarmcmaster.csv,0.42,0.6,0.48,0.77,0.44,0.44,0.8,0.38,0.75,0.57,0.41,0.32,0.36,0.45,0.43,0.38,0.45,0.49,0.38,0.53
plearn.csv,0.54,0.43,0.62,0.93,0.78,0.54,0.92,0.51,0.75,0.76,0.92,0.47,0.56,0.52,0.46,0.64,0.44,0.65,0.58,0.59
psrchive.csv,0.59,0.9,0.62,0.6,0.41,0.56,0.55,0.62,0.75,0.74,0.56,0.35,0.92,0.59,0.61,0.88,0.59,0.83,0.81,0.8
re2c.csv,0.71,0.86,0.52,0.62,0.81,0.74,0.88,0.45,0.8,0.36,0.4,0.86,0.41,0.55,0.42,0.53,0.58,0.88,0.63,0.74
rebecca-aiml.csv,0.49,0.41,0.45,0.6,0.33,0.35,0.96,0.34,0.55,0.37,0.41,0.34,0.48,0.4,0.45,0.36,0.6,0.53,0.32,0.46
rtrt-on-gpu.csv,0.61,0.46,0.55,0.73,0.4,0.49,0.45,0.92,0.91,0.77,0.93,0.53,0.95,0.95,0.8,0.7,0.6,0.58,0.62,0.56
stemkit.csv,0.95,0.59,0.92,0.7,0.39,0.67,0.46,0.65,0.88,0.71,0.73,0.6,0.56,0.94,0.83,0.39,0.88,0.78,0.6,0.8
tcvp.csv,0.0,0.0,0.91,0.93,0.75,0.0,0.0,0.8,0.67,0.48,0.67,0.0,0.81,0.69,0.64,0.8,0.92,0.88,0.86,0.97
tktoolkit.csv,0.56,0.43,0.5,0.64,0.34,0.4,0.72,0.39,0.51,0.34,0.43,0.41,0.36,0.52,0.46,0.36,0.62,0.46,0.34,0.41
tycho.csv,0.63,0.89,0.64,0.98,0.91,0.68,0.95,0.49,0.8,0.67,0.64,0.45,0.47,0.5,0.5,0.93,0.69,0.89,0.66,0.91
xstore.csv,0.6,0.8,0.43,0.61,0.35,0.42,0.38,0.37,0.58,0.38,0.37,0.38,0.36,0.44,0.42,0.44,0.48,0.43,0.37,0.46
