,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.42,0.31,0.36,0.22,0.13,0.7,0.13,0.25,0.29,0.1,0.57,0.74,0.12,0.48,0.66,0.18,0.3,0.58,0.47,0.43
aubit4gl.csv,0.06,0.27,0.25,0.0,0.69,0.37,0.16,0.13,0.14,0.0,0.45,0.18,0.0,0.19,0.15,0.11,0.47,0.06,0.36,0.11
bionote.csv,0.36,0.15,0.32,0.23,0.3,0.48,0.19,0.09,0.18,0.0,0.15,0.65,0.0,0.29,0.0,0.58,0.22,0.46,0.32,0.35
bullet.csv,0.24,0.16,0.34,0.66,0.71,0.78,0.25,0.1,0.24,0.2,0.68,0.68,0.36,0.46,0.11,0.18,0.57,0.27,0.37,0.24
customwars.csv,0.46,0.12,0.36,0.3,0.63,0.59,0.21,0.23,0.36,0.0,0.47,0.9,0.0,0.58,0.0,0.42,0.26,0.36,0.37,0.29
findbugs.csv,0.48,0.2,0.43,0.12,0.59,0.78,0.27,0.28,0.22,0.17,0.68,0.9,0.21,0.65,0.6,0.26,0.51,0.37,0.44,0.32
frogatto.csv,0.45,0.16,0.33,0.51,0.68,0.81,0.23,0.25,0.19,0.12,0.67,0.9,0.0,0.65,0.55,0.31,0.36,0.38,0.55,0.36
grisbi.csv,0.46,0.19,0.29,0.31,0.66,0.84,0.19,0.27,0.28,0.11,0.69,0.9,0.21,0.68,0.7,0.22,0.44,0.28,0.52,0.35
lsb.csv,0.43,0.13,0.28,0.72,0.59,0.72,0.27,0.27,0.31,0.15,0.69,0.4,0.09,0.55,0.56,0.3,0.51,0.28,0.56,0.29
oscarmcmaster.csv,0.49,0.39,0.24,0.23,0.63,0.74,0.29,0.29,0.29,0.06,0.66,0.9,0.16,0.7,0.75,0.23,0.55,0.39,0.53,0.44
plearn.csv,0.5,0.17,0.29,0.09,0.42,0.61,0.0,0.19,0.27,0.0,0.29,0.73,0.09,0.51,0.67,0.17,0.39,0.28,0.47,0.3
psrchive.csv,0.45,0.5,0.58,0.36,0.67,0.57,0.21,0.33,0.29,0.07,0.48,0.77,0.0,0.49,0.55,0.25,0.54,0.3,0.45,0.27
re2c.csv,0.39,0.92,0.29,0.35,0.48,0.58,0.0,0.16,0.32,0.16,0.68,0.38,0.2,0.64,0.74,0.14,0.52,0.15,0.44,0.31
rebecca-aiml.csv,0.45,0.29,0.29,0.52,0.67,0.81,0.3,0.26,0.4,0.15,0.75,0.8,0.1,0.64,0.8,0.26,0.75,0.4,0.56,0.31
rtrt-on-gpu.csv,0.32,0.11,0.23,0.41,0.68,0.66,0.22,0.07,0.67,0.12,0.16,0.59,0.0,0.21,0.3,0.07,0.33,0.33,0.31,0.26
stemkit.csv,0.1,0.26,0.15,0.54,0.59,0.49,0.19,0.27,0.22,0.33,0.36,0.53,0.18,0.22,0.24,0.21,0.46,0.28,0.42,0.19
tcvp.csv,0.0,0.0,0.08,0.44,0.07,0.03,0.0,0.09,0.15,0.15,0.3,0.03,0.47,0.42,0.37,0.0,0.3,0.0,0.11,0.1
tktoolkit.csv,0.35,0.17,0.33,0.44,0.61,0.81,0.41,0.25,0.33,0.17,0.69,0.76,0.23,0.66,0.56,0.24,0.66,0.38,0.43,0.34
tycho.csv,0.46,0.53,0.43,0.07,0.22,0.44,0.13,0.22,0.13,0.15,0.52,0.66,0.09,0.51,0.78,0.55,0.44,0.26,0.53,0.38
xstore.csv,0.34,0.25,0.27,0.38,0.67,0.67,0.22,0.24,0.14,0.13,0.7,0.7,0.19,0.68,0.61,0.24,0.62,0.37,0.54,0.36
