,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.55,0.46,0.51,0.39,0.48,0.51,0.58,0.43,0.59,0.43,0.37,0.46,0.41,0.43,0.35,0.54,0.57,0.53,0.68
boost-sandbox.csv,0.46,0.53,0.45,0.47,0.48,0.66,0.6,0.53,0.53,0.42,0.49,0.6,0.35,0.36,0.33,0.59,0.55,0.44,0.45
dspace-gsoc.csv,0.39,0.0,0.41,0.4,0.32,0.41,0.98,0.4,0.32,0.37,0.3,0.33,0.38,0.4,0.34,0.39,0.4,0.38,0.48
enlightenment.csv,0.38,0.43,0.42,0.35,0.42,0.44,0.49,0.39,0.33,0.35,0.4,0.4,0.35,0.36,0.29,0.52,0.4,0.41,0.4
fceugc.csv,0.53,0.0,0.67,0.49,0.54,0.55,0.61,0.9,0.55,0.48,0.48,0.42,0.75,0.83,0.9,0.0,0.69,0.92,0.91
gnukeda.csv,0.42,0.74,0.54,0.37,0.53,0.53,0.65,0.42,0.65,0.48,0.38,0.53,0.63,0.36,0.37,0.58,0.76,0.49,0.55
jaolt.csv,0.47,0.69,0.44,0.36,0.33,0.42,0.69,0.5,0.35,0.35,0.33,0.31,0.44,0.5,0.5,0.44,0.44,0.6,0.45
knowledge.csv,0.4,0.47,0.4,0.36,0.41,0.44,0.47,0.49,0.41,0.35,0.37,0.33,0.36,0.39,0.33,0.57,0.49,0.45,0.42
kowari.csv,0.67,0.76,0.52,0.45,0.54,0.47,0.77,0.49,0.37,0.64,0.48,0.48,0.56,0.5,0.54,0.65,0.51,0.44,0.46
lufa-lib.csv,0.47,0.63,0.38,0.62,0.45,0.74,0.63,0.57,0.49,0.84,0.49,0.68,0.44,0.38,0.58,0.7,0.49,0.48,0.59
maidsafe-dht.csv,0.57,0.46,0.35,0.41,0.33,0.43,0.79,0.41,0.34,0.34,0.32,0.33,0.47,0.0,0.35,0.68,0.37,0.54,0.57
pixel-commandos.csv,0.89,0.86,0.92,0.92,0.59,0.79,0.99,0.64,0.81,0.8,0.86,0.8,0.93,0.58,0.75,0.61,0.83,0.9,0.99
playerstage.csv,0.58,0.45,0.4,0.5,0.42,0.55,0.49,0.43,0.36,0.39,0.92,0.4,0.37,0.41,0.32,0.5,0.63,0.51,0.41
proftp.csv,0.83,0.0,0.88,0.91,0.67,0.5,0.67,0.76,0.63,0.92,0.6,0.35,0.0,0.0,0.67,0.0,0.52,0.89,0.96
tcvp.csv,0.0,0.67,0.0,0.5,0.0,0.67,0.98,0.92,0.0,0.0,0.0,0.0,0.5,0.67,0.0,0.5,0.0,0.76,0.98
theresa.csv,0.44,0.82,0.47,0.5,0.43,0.5,0.49,0.94,0.5,0.31,0.75,0.37,0.4,0.75,0.8,0.73,0.47,0.42,0.41
uwom.csv,0.55,0.76,0.67,0.72,0.51,0.72,0.55,0.43,0.81,0.39,0.62,0.43,0.49,0.42,0.75,0.64,0.0,0.65,0.61
xapian.csv,0.53,0.51,0.46,0.36,0.42,0.45,0.54,0.41,0.37,0.35,0.42,0.41,0.47,0.95,0.34,0.55,0.73,0.6,0.41
yaprm.csv,0.9,0.0,0.57,0.4,0.77,0.42,0.96,0.57,0.43,0.43,0.37,0.35,0.93,0.0,0.0,0.0,0.41,0.6,0.65
