,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.35,0.83,0.09,0.6,0.88,0.62,0.62,0.8,0.37,0.16,0.52,0.61,0.77,0.21,0.71,0.59,0.37,0.21,0.35
boost-sandbox.csv,0.31,0.69,0.18,0.58,0.69,0.62,0.55,0.77,0.47,0.16,0.34,0.34,0.71,0.2,0.73,0.46,0.29,0.07,0.37
dspace-gsoc.csv,0.42,0.05,0.3,0.5,0.74,0.58,0.21,0.64,0.62,0.16,0.54,0.63,0.79,0.18,0.78,0.33,0.41,0.15,0.44
enlightenment.csv,0.32,0.73,0.11,0.57,0.96,0.71,0.7,0.85,0.66,0.15,0.52,0.62,0.83,0.2,0.79,0.6,0.38,0.09,0.36
fceugc.csv,0.26,0.0,0.0,0.44,0.55,0.49,0.5,0.08,0.5,0.12,0.6,0.59,0.56,0.0,0.26,0.0,0.42,0.38,0.46
gnukeda.csv,0.31,0.47,0.15,0.55,0.65,0.78,0.51,0.69,0.35,0.18,0.47,0.44,0.54,0.2,0.76,0.54,0.3,0.11,0.4
jaolt.csv,0.42,0.42,0.21,0.53,0.71,0.52,0.37,0.47,0.57,0.15,0.54,0.69,0.76,0.0,0.46,0.42,0.49,0.21,0.46
knowledge.csv,0.35,0.8,0.18,0.58,0.9,0.71,0.65,0.54,0.51,0.16,0.48,0.63,0.83,0.14,0.76,0.54,0.48,0.12,0.43
kowari.csv,0.29,0.48,0.19,0.46,0.53,0.49,0.29,0.76,0.66,0.34,0.38,0.56,0.49,0.25,0.68,0.2,0.26,0.09,0.28
lufa-lib.csv,0.25,0.56,0.09,0.55,0.79,0.49,0.63,0.67,0.43,0.15,0.45,0.34,0.64,0.25,0.4,0.67,0.34,0.07,0.35
maidsafe-dht.csv,0.51,0.62,0.23,0.48,0.83,0.5,0.3,0.57,0.57,0.15,0.55,0.66,0.53,0.0,0.71,0.19,0.38,0.13,0.43
pixel-commandos.csv,0.17,0.29,0.13,0.2,0.58,0.38,0.21,0.47,0.34,0.0,0.46,0.23,0.3,0.14,0.1,0.48,0.25,0.57,0.25
playerstage.csv,0.22,0.69,0.12,0.72,0.91,0.67,0.67,0.75,0.63,0.11,0.41,0.64,0.77,0.12,0.71,0.59,0.36,0.15,0.41
proftp.csv,0.2,0.0,0.18,0.12,0.32,0.46,0.02,0.26,0.46,0.11,0.5,0.75,0.0,0.0,0.1,0.0,0.41,0.31,0.36
tcvp.csv,0.0,0.05,0.0,0.0,0.0,0.05,0.11,0.17,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.02,0.0,0.0,0.04
theresa.csv,0.41,0.35,0.33,0.54,0.52,0.42,0.47,0.24,0.54,0.17,0.18,0.6,0.57,0.0,0.26,0.22,0.35,0.11,0.4
uwom.csv,0.31,0.39,0.0,0.57,0.73,0.5,0.67,0.77,0.23,0.16,0.49,0.62,0.66,0.1,0.33,0.55,0.0,0.2,0.61
xapian.csv,0.33,0.66,0.08,0.58,0.96,0.7,0.65,0.78,0.71,0.15,0.59,0.62,0.73,0.07,0.78,0.59,0.54,0.18,0.38
yaprm.csv,0.25,0.0,0.24,0.46,0.32,0.55,0.07,0.38,0.65,0.13,0.38,0.71,0.28,0.0,0.0,0.0,0.31,0.25,0.37
