,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.67,0.3,0.85,0.86,0.63,0.61,0.64,0.88,0.91,0.83,0.63,0.75,0.75,0.67,0.73,0.98,0.69,0.33,0.62
boost-sandbox.csv,0.73,0.56,0.56,0.56,0.47,0.52,0.65,0.52,0.74,0.7,0.88,0.97,0.7,1.0,0.86,0.67,0.78,0.86,0.75
dspace-gsoc.csv,0.5,0.98,0.28,0.64,0.45,0.57,0.88,0.64,0.7,0.69,0.67,0.48,0.9,0.7,0.51,0.8,0.57,0.45,0.52
enlightenment.csv,0.98,0.97,1.0,1.0,1.0,1.0,0.48,1.0,1.0,1.0,0.91,1.0,1.0,1.0,1.0,0.99,0.98,0.89,0.98
fceugc.csv,0.72,1.0,1.0,0.74,0.73,0.65,0.69,0.96,0.65,0.86,0.43,0.53,0.72,1.0,0.86,1.0,0.56,0.27,0.6
gnukeda.csv,0.88,0.68,0.55,0.89,0.52,0.34,0.66,0.84,0.84,0.68,0.96,0.92,0.78,0.96,0.7,0.91,0.71,0.71,0.57
jaolt.csv,0.5,0.72,0.44,0.74,0.48,0.63,0.76,0.77,0.76,1.0,0.61,0.49,0.5,1.0,0.74,0.73,0.46,0.35,0.49
knowledge.csv,0.85,0.44,0.54,0.84,0.18,0.42,0.67,0.81,0.82,0.97,0.74,0.72,0.73,0.99,0.85,0.75,0.49,0.66,0.65
kowari.csv,0.67,0.67,0.52,0.78,1.01,0.73,0.85,0.62,0.62,0.36,0.82,0.75,0.76,0.63,0.49,0.92,0.85,0.69,0.92
lufa-lib.csv,0.81,0.6,0.87,0.55,0.86,0.71,0.63,0.59,0.79,0.75,0.68,0.83,0.72,0.73,0.81,0.42,0.78,0.87,0.63
maidsafe-dht.csv,0.41,0.53,0.4,0.75,0.34,0.64,0.82,0.82,0.73,0.7,0.53,0.52,0.65,1.0,0.56,0.89,0.7,0.57,0.55
pixel-commandos.csv,0.87,0.83,0.7,0.88,0.61,0.75,0.89,0.78,0.79,1.0,0.63,0.87,0.82,0.81,0.95,0.64,0.85,0.07,0.81
playerstage.csv,0.78,0.78,0.84,0.35,0.43,0.48,0.54,0.74,0.9,0.88,0.68,0.76,0.66,0.9,0.64,0.7,0.64,0.49,0.69
proftp.csv,0.86,1.0,0.68,0.93,0.81,0.68,0.99,0.88,0.67,0.87,0.59,0.34,1.0,1.0,0.95,1.0,0.59,0.51,0.72
tcvp.csv,1.0,0.98,1.0,1.0,1.0,0.98,0.95,0.91,1.0,1.0,1.0,1.0,1.0,0.28,1.0,0.99,1.0,1.04,0.98
theresa.csv,0.51,0.78,0.24,0.56,0.68,0.72,0.69,0.87,0.59,0.67,0.88,0.51,0.65,1.0,0.86,0.86,0.64,0.61,0.57
uwom.csv,0.68,0.77,1.0,0.53,0.46,0.65,0.59,0.75,0.88,0.73,0.56,0.72,0.62,0.94,0.81,0.56,1.0,0.36,0.3
xapian.csv,0.73,0.69,0.98,0.99,1.0,0.94,0.72,0.89,0.71,1.0,0.53,0.97,0.71,0.92,0.7,0.93,0.46,0.39,0.9
yaprm.csv,0.79,1.0,0.41,0.78,0.83,0.59,0.96,0.83,0.49,0.88,0.71,0.48,0.84,1.0,1.0,1.0,0.72,0.31,0.64
