,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.32,0.16,0.42,0.08,0.34,0.02,0.39,0.8
arcallians.csv,0.23,0.41,0.23,0.05,0.16,0.24,0.31,0.55
arianne.csv,0.01,0.43,0.27,0.57,0.23,0.6,0.44,0.36
cortex-vfx.csv,0.38,0.53,0.4,0.18,0.2,0.36,0.54,0.01
mbse.csv,0.7,0.55,0.8,0.57,0.01,0.65,0.54,0.18
multitude.csv,0.42,0.34,0.36,0.32,0.32,0.18,0.03,0.56
phonon-vlc-mplayer.csv,0.53,0.73,0.0,0.82,0.1,0.38,0.15,0.64
qgis.csv,0.24,0.02,0.14,0.15,0.51,0.24,0.22,0.77
