,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.16,0.0,0.36,0.17,0.27,0.45,0.09,0.31,0.67,0.18,0.29,0.09,0.25
badtrinity-zero.csv,0.4,0.34,0.66,0.71,0.34,0.35,0.41,0.84,0.41,0.12,0.74,0.17,0.14
betoffice.csv,0.49,0.46,0.64,0.59,0.59,0.24,0.29,0.57,0.47,0.14,0.81,0.15,0.12
exordium.csv,0.53,0.42,0.64,0.58,0.53,0.48,0.59,0.89,0.3,0.18,0.71,0.18,0.22
fltk.csv,0.55,0.27,0.52,0.71,0.19,0.4,0.55,0.74,0.42,0.25,0.68,0.26,0.22
gabel.csv,0.43,0.17,0.32,0.47,0.15,0.6,0.58,0.62,0.47,0.38,0.5,0.38,0.24
genoviz.csv,0.42,0.1,0.34,0.2,0.04,0.36,0.33,0.3,0.22,0.32,0.3,0.0,0.83
irrlicht.csv,0.49,0.49,0.0,0.73,0.67,0.42,0.4,0.92,0.46,0.15,0.75,0.16,0.18
nug.csv,0.67,0.09,0.25,0.09,0.46,0.37,0.33,0.3,0.55,0.27,0.43,0.19,0.2
rezilla.csv,0.46,0.51,0.63,0.35,0.41,0.2,0.22,0.72,0.28,0.11,0.55,0.1,0.06
toped.csv,0.56,0.44,0.57,0.72,0.51,0.4,0.44,0.9,0.4,0.16,0.77,0.15,0.2
xmemcached.csv,0.59,0.39,0.51,0.63,0.65,0.69,0.4,0.78,0.5,0.14,0.74,0.19,0.2
zoolib.csv,0.41,0.22,0.48,0.57,0.37,0.43,0.55,0.76,0.46,0.32,0.61,0.33,0.25
