,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,0.5,0.38,0.76,0.54,0.17,0.89,0.54,0.1,0.5,0.0,0.38,0.19,0.29
autofac.csv,0.0,0.69,0.0,0.46,0.37,0.66,0.49,0.57,0.53,0.44,0.59,0.48,0.65
coot.csv,0.5,0.19,0.27,0.5,0.24,0.31,0.26,0.39,0.58,0.17,0.0,0.31,0.1
dsworkbench.csv,0.5,0.0,0.52,0.21,0.66,0.57,0.49,0.61,0.32,0.08,0.41,0.83,0.4
emono.csv,0.0,0.19,0.12,0.29,0.29,0.24,0.42,0.61,0.33,0.32,0.3,0.0,0.55
exist.csv,0.0,0.19,0.03,0.21,0.12,0.43,0.04,0.31,0.14,0.27,0.19,0.12,0.26
freelords.csv,0.0,0.88,0.76,0.07,0.54,0.61,0.69,0.65,0.39,0.59,0.68,0.74,0.24
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jpaul.csv,0.0,0.25,0.0,0.04,0.0,0.29,0.09,0.14,0.02,0.11,0.32,0.05,0.47
neodatis-odb.csv,1.0,0.25,0.52,0.29,0.37,0.0,0.36,0.24,0.47,0.3,0.19,0.12,0.13
octet.csv,1.0,0.06,0.33,0.39,0.15,0.16,0.21,0.0,0.33,0.42,0.32,0.29,0.13
thedata.csv,0.0,0.12,0.3,0.46,0.17,0.24,0.05,0.33,0.17,0.0,0.0,0.0,0.0
