,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.37,0.61,0.54,0.6,0.75,0.7,0.67
bibedt.csv,0.41,0.66,0.89,0.5,0.9,0.7,0.49
fulguro.csv,0.86,0.83,0.8,0.0,0.91,0.95,0.89
glelite.csv,0.32,0.4,0.39,0.29,0.49,0.49,0.42
go.csv,0.31,0.44,0.4,0.37,0.51,0.53,0.47
libmesh.csv,0.0,0.0,0.5,0.91,0.92,0.96,0.9
moving-pictures.csv,0.34,0.41,0.39,0.52,0.6,0.61,0.46
