,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.99,0.38,0.34,0.29,0.18,0.18,0.0
bibedt.csv,0.67,0.38,0.92,0.54,0.64,0.24,0.56
fulguro.csv,0.23,0.05,0.12,0.05,0.27,0.15,0.85
glelite.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.13
go.csv,0.66,0.99,0.7,0.63,0.46,0.5,0.65
libmesh.csv,0.0,0.0,0.12,0.21,0.9,0.2,0.4
moving-pictures.csv,0.68,0.53,0.69,0.97,0.58,0.53,0.51
