,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,1.0,0.0,1261.0,1.0,0.0,2.0,1.0,0.0,51.0,5.0,0.0,2.0,0.0,0.0
codeblocks.csv,2.0,0.0,3.0,1.0,0.0,14.0,0.0,0.0,2.0,0.0,100.0,0.0,7.0,0.0
ctrlr.csv,2.0,81.0,1261.0,121.0,222.0,6.0,142.0,4.0,2.0,6.0,1.0,0.0,84.0,0.0
dvt.csv,2.0,0.0,1.0,1.0,0.0,15.0,0.0,1.0,3.0,0.0,2.0,2.0,5.0,0.0
flylinkdc.csv,0.0,2.0,18.0,2.0,0.0,5.0,4.0,1.0,1.0,0.0,2.0,2.0,13.0,0.0
kowari.csv,1.0,8.0,0.0,2.0,0.0,6.0,0.0,2.0,51.0,1.0,6.0,0.0,0.0,1.0
ldview.csv,5.0,0.0,67.0,6.0,0.0,4.0,21.0,2.0,1.0,0.0,3.0,79.0,2.0,0.0
maidsafe-dht.csv,0.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,10.0,3.0,6.0,2.0,0.0,0.0
n2cms.csv,1.0,0.0,46.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
nuttx.csv,10.0,3.0,299.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,5.0,5.0,0.0
rtb-team.csv,2.0,0.0,63.0,0.0,1.0,4.0,4.0,1.0,0.0,1.0,4.0,0.0,22.0,0.0
super-tux.csv,6.0,0.0,5.0,0.0,0.0,7.0,21.0,5.0,1.0,0.0,0.0,2.0,7.0,0.0
vdsf.csv,2.0,0.0,0.0,4.0,0.0,4.0,7.0,0.0,6.0,3.0,0.0,2.0,8.0,0.0
xbrlapi.csv,10.0,0.0,5.0,3.0,0.0,11.0,7.0,4.0,1.0,2.0,3.0,1.0,19.0,0.0
