,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.12,0.1,0.0,0.09,0.0,0.17,0.09,0.05,0.03,0.14,0.0,0.47,0.22,0.0
codeblocks.csv,0.67,0.38,0.39,0.14,0.67,0.32,0.12,0.03,0.19,0.27,0.15,0.46,0.33,0.6
ctrlr.csv,0.12,0.05,0.0,0.0,0.0,0.23,0.01,0.21,0.05,0.27,0.01,0.03,0.01,0.2
dvt.csv,0.23,0.35,0.12,0.28,0.31,0.28,0.01,0.26,0.3,0.24,0.34,0.39,0.15,0.2
flylinkdc.csv,0.01,0.3,0.26,0.24,0.18,0.27,0.3,0.15,0.08,0.24,0.29,0.29,0.35,0.8
kowari.csv,0.1,0.28,0.02,0.08,0.05,0.12,0.17,0.15,0.0,0.14,0.08,0.19,0.0,0.4
ldview.csv,0.42,0.22,0.34,0.26,0.21,0.1,0.72,0.08,0.03,0.0,0.14,0.0,0.37,0.8
maidsafe-dht.csv,0.04,0.12,0.22,0.07,0.64,0.0,0.2,0.36,0.27,0.08,0.15,0.25,0.36,0.0
n2cms.csv,0.25,0.3,0.24,0.0,0.26,0.2,0.3,0.05,0.11,0.05,0.3,0.17,0.6,0.2
nuttx.csv,0.63,0.65,0.97,0.51,0.05,0.52,0.41,0.36,0.51,0.43,0.45,0.41,0.71,0.0
rtb-team.csv,0.33,0.5,0.32,0.53,0.23,0.37,0.38,0.15,0.0,0.22,0.38,0.22,0.68,0.2
super-tux.csv,0.99,0.98,1.0,0.58,1.0,0.95,0.99,0.97,1.0,0.95,0.94,1.0,0.99,0.0
vdsf.csv,0.44,0.88,0.03,0.64,0.23,0.63,0.43,0.33,0.68,0.68,0.48,0.88,0.73,0.4
xbrlapi.csv,0.39,0.0,0.69,0.35,0.85,0.32,0.29,0.46,0.43,0.59,0.6,0.53,0.53,0.6
