,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.16,0.1,0.0,0.15,0.02,0.29,0.14,0.12,0.0,0.14,0.95,0.33,0.14,0.2
codeblocks.csv,0.86,0.43,0.53,0.27,0.42,0.21,0.14,1.0,0.67,0.38,0.0,0.48,0.57,0.79
ctrlr.csv,0.11,0.0,0.0,0.0,0.0,0.21,0.0,0.25,0.07,0.05,0.05,0.86,0.0,0.13
dvt.csv,0.27,0.31,0.19,0.23,0.27,0.21,0.98,0.22,0.33,0.33,0.29,0.48,0.14,0.34
flylinkdc.csv,0.97,0.26,0.41,0.4,0.13,0.57,0.4,0.3,0.4,0.48,0.43,0.29,0.29,0.28
kowari.csv,0.43,0.12,0.1,0.06,0.03,0.21,0.17,0.18,0.0,0.19,0.05,0.24,0.86,0.22
ldview.csv,0.35,0.29,0.49,0.48,0.16,0.21,0.48,0.19,0.07,0.95,0.33,0.0,0.43,0.44
maidsafe-dht.csv,0.24,0.19,0.37,0.1,0.51,0.93,0.19,0.38,0.07,0.14,0.24,0.29,0.71,0.18
n2cms.csv,0.46,0.4,0.31,0.98,0.29,0.43,0.43,0.21,0.53,0.1,0.48,0.14,0.57,0.33
nuttx.csv,0.78,0.64,0.82,0.56,0.99,0.71,0.62,0.49,0.8,0.57,0.48,0.29,0.71,0.37
rtb-team.csv,0.76,0.64,0.42,0.56,0.16,0.71,0.33,0.31,0.93,0.43,0.57,0.14,0.71,0.22
super-tux.csv,1.0,1.0,0.95,0.62,0.99,0.93,0.95,0.99,1.0,1.0,0.95,1.0,1.0,1.0
vdsf.csv,0.84,0.81,0.85,0.67,0.21,0.79,0.67,0.53,0.47,0.62,0.76,0.76,0.43,0.61
xbrlapi.csv,0.43,0.98,0.69,0.48,0.84,0.36,0.38,0.39,0.4,0.48,0.62,0.52,0.57,0.32
