,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.85,0.91,1.0,0.86,0.98,0.73,0.86,0.88,1.0,0.87,0.05,0.82,0.88,0.8
codeblocks.csv,0.68,0.68,0.61,0.74,0.88,0.85,0.87,0.03,0.38,0.68,1.01,0.7,0.54,0.63
ctrlr.csv,0.9,1.0,1.0,1.0,1.0,0.82,1.0,0.78,0.93,0.99,0.95,0.15,1.0,0.89
dvt.csv,0.77,0.77,0.82,0.82,0.8,0.84,0.03,0.83,0.73,0.71,0.79,0.65,0.87,0.69
flylinkdc.csv,0.03,0.8,0.64,0.65,0.89,0.5,0.67,0.72,0.61,0.58,0.64,0.77,0.79,1.08
kowari.csv,0.58,0.92,0.9,0.94,0.97,0.79,0.85,0.83,1.0,0.82,0.96,0.78,0.14,0.88
ldview.csv,0.78,0.75,0.61,0.58,0.87,0.79,0.89,0.81,0.93,0.05,0.68,1.0,0.68,0.97
maidsafe-dht.csv,0.76,0.82,0.66,0.9,0.81,0.07,0.83,0.72,0.97,0.86,0.78,0.76,0.46,0.82
n2cms.csv,0.6,0.67,0.73,0.02,0.76,0.61,0.64,0.79,0.48,0.91,0.6,0.87,0.74,0.7
nuttx.csv,0.66,0.74,0.99,0.67,0.05,0.59,0.56,0.62,0.55,0.61,0.69,0.82,0.76,0.63
rtb-team.csv,0.41,0.61,0.66,0.68,0.87,0.46,0.77,0.71,0.07,0.61,0.57,0.89,0.74,0.81
super-tux.csv,0.99,0.97,1.0,0.69,1.0,0.95,0.99,0.97,1.0,0.95,0.94,1.0,0.99,0.0
vdsf.csv,0.47,0.9,0.16,0.72,0.83,0.67,0.54,0.58,0.86,0.78,0.53,0.91,0.93,0.56
xbrlapi.csv,0.69,0.02,0.76,0.63,0.86,0.72,0.68,0.77,0.74,0.79,0.71,0.71,0.68,0.91
