,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.94,0.88,0.0,0.93,0.67,0.79,0.93,0.94,0.0,0.75,0.9,0.74,0.89,0.79
codeblocks.csv,0.37,0.42,0.45,0.78,0.58,0.86,0.94,0.44,0.47,0.94,0.92,0.46,0.5,0.46
ctrlr.csv,0.94,0.5,0.0,0.0,0.0,0.94,0.0,0.76,0.67,0.91,0.5,0.95,0.0,0.79
dvt.csv,0.97,0.81,0.99,0.88,0.98,0.9,0.71,0.89,0.69,0.94,0.76,0.82,0.92,0.94
flylinkdc.csv,0.68,0.52,0.64,0.57,0.74,0.54,0.47,0.56,0.78,0.42,0.53,0.78,0.55,0.74
kowari.csv,0.88,0.75,0.97,0.89,0.88,0.9,0.75,0.78,0.0,0.89,0.86,0.75,0.83,0.65
ldview.csv,0.64,0.76,0.47,0.71,0.76,0.89,0.66,0.8,0.5,0.7,0.94,0.0,0.5,0.77
maidsafe-dht.csv,0.92,0.85,0.68,0.9,0.74,0.85,0.61,0.71,0.91,0.83,0.76,0.95,0.45,0.65
n2cms.csv,0.64,0.52,0.66,0.62,0.71,0.56,0.46,0.77,0.58,0.75,0.65,0.85,0.41,0.58
nuttx.csv,0.37,0.38,0.27,0.45,0.61,0.39,0.39,0.51,0.48,0.46,0.46,0.53,0.45,0.56
rtb-team.csv,0.39,0.32,0.5,0.35,0.53,0.38,0.35,0.48,0.64,0.41,0.36,0.56,0.31,0.5
super-tux.csv,0.36,0.37,0.26,0.38,0.54,0.4,0.52,0.41,0.38,0.48,0.43,0.45,0.36,0.44
vdsf.csv,0.44,0.41,0.99,0.44,0.96,0.45,0.58,0.45,0.5,0.47,0.44,0.49,0.5,0.49
xbrlapi.csv,0.6,0.54,0.38,0.59,0.63,0.71,0.56,0.67,0.68,0.62,0.61,0.67,0.44,0.65
