,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.64,0.22,0.29,0.58
miranda-icq.csv,0.62,0.17,0.38,0.42
red5.csv,0.71,0.22,0.26,0.41
thrust.csv,0.57,0.5,0.06,0.47
