,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.64,0.34,0.42,0.59
miranda-icq.csv,0.45,0.22,0.46,0.42
red5.csv,0.71,0.23,0.41,0.53
thrust.csv,0.52,0.45,0.05,0.52
