,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.44,0.38,0.36,0.33,0.32,0.33,0.44,0.34,0.53,0.4,0.39,0.41,0.35,0.51,0.35,0.48,0.43,0.41
dspace-gsoc.csv,0.41,0.33,0.47,0.5,0.38,0.37,0.43,0.43,0.44,0.4,0.34,0.56,0.37,0.66,0.33,0.53,0.47,0.41
fbmanager.csv,0.68,0.86,0.41,0.38,0.9,0.92,0.53,0.71,0.92,0.8,0.53,0.62,0.52,0.82,0.95,0.96,0.0,0.39
fido.csv,0.5,0.67,0.0,0.86,0.95,0.93,0.5,0.69,0.0,0.67,0.0,0.0,0.74,0.67,0.94,0.0,0.88,0.8
freenet.csv,0.53,0.33,0.52,0.45,0.43,0.45,0.33,0.35,0.43,0.51,0.31,0.42,0.35,0.57,0.37,0.53,0.46,0.35
geogebra.csv,0.52,0.53,0.55,0.38,0.33,0.52,0.45,0.93,0.59,0.49,0.33,0.36,0.52,0.84,0.6,0.59,0.48,0.41
google-caja.csv,0.4,0.31,0.38,0.35,0.32,0.3,0.33,0.35,0.41,0.37,0.31,0.41,0.32,0.41,0.31,0.42,0.38,0.31
itext.csv,0.38,0.31,0.33,0.43,0.38,0.35,0.34,0.33,0.43,0.41,0.31,0.35,0.35,0.55,0.31,0.48,0.41,0.33
k3b.csv,0.39,0.28,0.37,0.33,0.32,0.29,0.31,0.33,0.4,0.44,0.28,0.37,0.43,0.3,0.32,0.44,0.41,0.32
megameknet.csv,0.5,0.3,0.51,0.42,0.36,0.64,0.44,0.34,0.44,0.51,0.33,0.41,0.42,0.38,0.55,0.48,0.42,0.37
myfaces.csv,0.44,0.53,0.61,0.4,0.47,0.47,0.5,0.77,0.58,0.52,0.53,0.75,0.34,0.33,0.56,0.66,0.62,0.45
onotoa.csv,0.61,0.56,0.93,0.47,0.67,0.44,0.6,0.64,0.48,0.54,0.37,0.85,0.4,0.59,0.42,0.67,0.76,0.35
paintown.csv,0.42,0.44,0.4,0.39,0.45,0.44,0.33,0.36,0.45,0.45,0.31,0.56,0.37,0.57,0.36,0.47,0.4,0.5
powerfolder.csv,0.54,0.88,0.42,0.53,0.73,0.45,0.78,0.91,0.65,0.43,0.67,0.67,0.94,0.74,0.5,0.58,0.66,0.88
smartgwt.csv,0.44,0.54,0.37,0.65,0.58,0.48,0.52,0.36,0.6,0.43,0.34,0.74,0.7,0.36,0.32,0.62,0.45,0.44
sqlpower-library.csv,0.43,0.31,0.43,0.5,0.37,0.41,0.31,0.4,0.46,0.4,0.3,0.43,0.38,0.65,0.34,0.47,0.41,0.32
triplea.csv,0.47,0.41,0.45,0.39,0.36,0.46,0.45,0.34,0.42,0.42,0.5,0.52,0.44,0.77,0.41,0.55,0.45,0.37
