,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,0.52,0.73,0.5,0.98,0.89,1.0,0.71,0.95,1.0
ingex.csv,0.67,0.72,0.5,0.84,0.67,0.57,0.51,0.49,0.62
megasquirtavr.csv,0.89,0.41,0.77,0.71,0.81,0.76,0.86,0.96,0.88
owlapi.csv,0.74,0.76,0.92,0.82,0.42,0.25,0.62,0.73,0.77
piccolo2d.csv,0.78,0.75,0.34,0.95,0.43,0.7,0.62,0.48,0.66
servicestack.csv,1.0,1.0,0.77,0.99,0.8,0.62,1.0,0.85,0.35
tolven.csv,0.5,0.61,0.55,0.95,0.37,0.45,0.63,0.81,0.94
twostep.csv,0.67,0.58,0.9,0.8,0.6,0.76,0.78,0.23,0.4
wxlua.csv,0.73,0.88,0.76,0.63,0.84,1.01,0.83,0.87,0.91
