,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,4.0,1.0,2.0,2.0,3.0,4.0,2.0,8.0,21.0,0.0,1.0,0.0,1.0
bdbbasic.csv,5.0,0.0,1.0,1.0,0.0,4.0,2.0,4.0,6.0,3.0,0.0,51.0,11.0
foursquared.csv,69.0,147.0,85.0,0.0,67.0,119.0,2.0,207.0,1.0,0.0,2.0,0.0,78.0
impala.csv,3.0,0.0,6.0,6.0,3.0,3.0,9.0,2.0,5.0,1.0,0.0,1.0,10.0
jicarilla.csv,2.0,0.0,1.0,69.0,67.0,3.0,9.0,207.0,3.0,4.0,95.0,51.0,11.0
ng4j.csv,2.0,1.0,4.0,9.0,0.0,1.0,0.0,22.0,0.0,3.0,1.0,0.0,3.0
open-data-kit.csv,2.0,1.0,2.0,0.0,6.0,0.0,0.0,2.0,12.0,1.0,1.0,0.0,1.0
pentahoanalysistool.csv,2.0,2.0,4.0,5.0,11.0,2.0,17.0,14.0,22.0,1.0,4.0,0.0,4.0
tradelink.csv,69.0,2.0,1.0,5.0,6.0,3.0,0.0,8.0,3.0,0.0,1.0,0.0,12.0
turbotrader-bos.csv,69.0,1.0,6.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,1.0,0.0,2.0
ultimairis.csv,4.0,1.0,6.0,8.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,1.0,5.0
wikipediardware.csv,3.0,2.0,0.0,11.0,3.0,0.0,3.0,24.0,7.0,7.0,0.0,0.0,11.0
yafdotnet.csv,0.0,1.0,1.0,0.0,2.0,0.0,0.0,7.0,12.0,1.0,6.0,0.0,3.0
