,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.82,0.69,0.93,0.88,0.95,0.79,0.52,0.88,0.73,0.45,0.84,0.11,0.65
bdbbasic.csv,1.0,0.31,0.96,0.96,0.63,0.84,0.69,0.4,0.88,0.47,0.53,0.0,0.55
foursquared.csv,0.0,0.0,0.0,0.83,0.0,0.0,0.08,0.0,0.4,0.21,0.21,0.03,0.0
impala.csv,0.61,0.54,0.48,0.5,0.37,0.41,0.55,0.6,0.64,0.79,0.68,0.47,0.65
jicarilla.csv,0.91,0.01,0.11,0.0,0.0,0.04,0.03,0.0,0.08,0.15,0.0,0.0,0.05
ng4j.csv,0.03,0.71,0.78,0.92,0.74,0.67,0.83,0.52,0.83,0.66,0.63,0.58,0.8
open-data-kit.csv,0.15,0.47,0.96,1.0,1.0,0.74,0.85,0.36,0.87,0.91,0.74,0.39,0.8
pentahoanalysistool.csv,0.36,0.68,0.74,0.62,0.47,0.58,0.56,0.36,0.51,0.26,0.16,0.66,0.45
tradelink.csv,0.0,0.81,0.85,0.12,0.79,0.43,0.23,0.68,0.62,0.06,0.74,0.87,0.45
turbotrader-bos.csv,0.0,0.6,0.74,0.54,0.58,0.13,0.22,0.52,0.7,0.13,0.58,0.21,0.35
ultimairis.csv,0.58,0.82,0.93,0.88,0.63,0.66,0.55,0.44,0.68,0.66,0.63,0.97,0.65
wikipediardware.csv,0.3,0.97,0.89,0.92,0.89,0.82,0.88,0.88,0.89,0.7,0.68,0.76,0.7
yafdotnet.csv,0.12,0.6,0.74,0.92,0.37,0.66,0.71,0.44,0.77,0.64,0.47,0.11,0.55
