,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.49,0.77,0.34,0.38,0.4,0.65,0.35,0.12,0.43,0.46,0.23,0.8,0.27
bdbbasic.csv,0.49,0.72,0.34,0.4,0.67,0.68,0.39,0.11,0.35,0.35,0.37,0.0,0.28
foursquared.csv,0.0,0.0,0.0,0.65,0.0,0.0,0.57,0.0,0.67,0.77,0.4,1.0,0.0
impala.csv,0.62,0.72,0.28,0.36,0.33,0.6,0.38,0.25,0.35,0.31,0.22,0.78,0.23
jicarilla.csv,0.79,0.33,0.21,0.0,0.0,0.27,0.21,0.0,0.15,0.17,0.0,0.0,0.08
ng4j.csv,0.12,0.75,0.44,0.4,0.44,0.77,0.52,0.09,0.42,0.37,0.22,0.88,0.59
open-data-kit.csv,0.21,0.81,0.34,0.35,0.31,0.88,0.47,0.08,0.39,0.33,0.27,0.83,0.34
pentahoanalysistool.csv,0.57,0.71,0.61,0.48,0.33,0.67,0.37,0.08,0.37,0.38,0.12,0.68,0.47
tradelink.csv,0.0,0.68,0.35,0.38,0.32,0.67,0.39,0.11,0.45,0.75,0.34,0.73,0.21
turbotrader-bos.csv,0.0,0.77,0.41,0.68,0.65,0.77,0.68,0.12,0.59,0.67,0.3,0.8,0.58
ultimairis.csv,0.41,0.71,0.38,0.41,0.41,0.78,0.45,0.13,0.42,0.57,0.26,0.77,0.41
wikipediardware.csv,0.32,0.68,0.42,0.37,0.31,0.69,0.44,0.12,0.36,0.28,0.18,0.94,0.26
yafdotnet.csv,0.25,0.77,0.45,0.37,0.54,0.65,0.66,0.09,0.37,0.35,0.29,1.0,0.32
