,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.13,0.76,0.14,0.36,0.29,0.83,0.15,0.08,0.29,0.73,0.83,0.44,0.44,0.3,0.04,0.73,0.18,0.98
boost-sandbox.csv,0.22,0.67,0.22,0.35,0.24,0.67,0.08,0.11,0.17,0.8,0.79,0.45,0.33,0.22,0.15,0.5,0.52,1.0
clamav.csv,0.2,0.66,0.12,0.5,0.42,0.78,0.16,0.1,0.25,0.85,0.8,0.5,0.75,0.29,0.09,0.63,0.52,0.98
co-ode-owl-plugins.csv,0.16,0.88,0.14,0.31,0.24,0.45,0.25,0.52,0.29,0.76,0.67,0.45,0.7,0.25,0.05,0.61,0.38,0.97
etherboot.csv,0.16,0.69,0.0,0.38,1.0,0.59,0.12,0.33,0.35,1.0,0.87,0.0,0.36,0.0,0.0,0.55,0.0,0.98
freebios.csv,0.16,0.72,0.12,0.23,0.23,0.41,0.06,0.27,0.24,0.72,0.82,0.78,0.26,0.27,0.07,0.52,0.54,0.99
frogatto.csv,0.2,0.73,0.1,0.47,0.41,0.7,0.17,0.1,0.32,0.7,0.82,0.48,0.56,0.28,0.05,0.78,0.29,0.99
glelite.csv,0.15,0.76,0.11,0.44,0.34,0.59,0.12,0.08,0.28,0.69,0.89,0.49,0.36,0.26,0.05,0.55,0.27,1.0
jasperreports.csv,0.18,0.66,0.07,0.36,0.33,0.71,0.12,0.06,0.29,0.78,0.79,0.45,0.33,0.26,0.29,0.4,0.13,0.97
konversation.csv,0.16,0.83,0.25,0.39,0.57,0.71,0.35,0.33,0.34,0.79,0.74,0.39,0.43,0.32,0.14,0.79,0.46,0.93
miranda-icq.csv,0.18,0.72,0.12,0.43,0.48,0.58,0.24,0.07,0.29,0.78,0.82,0.4,0.62,0.42,0.11,0.85,0.18,0.96
olap-navigator.csv,0.21,0.96,0.12,0.41,0.3,0.8,0.17,0.08,0.34,0.78,0.85,0.41,0.46,0.3,0.1,0.77,0.14,0.98
pclasses.csv,0.45,0.73,0.2,0.4,0.34,0.0,0.27,0.22,0.0,0.76,0.88,0.5,0.52,0.0,0.04,0.6,0.23,0.83
plato.csv,0.18,0.59,0.11,0.37,0.31,0.58,0.12,0.17,0.27,0.73,0.95,0.5,0.32,0.25,0.05,0.51,0.29,0.99
re2c.csv,0.17,0.72,0.86,0.37,0.27,0.38,0.0,0.55,0.29,0.56,0.83,0.59,0.5,0.19,0.01,0.57,0.39,1.0
rebecca-aiml.csv,0.0,0.76,0.17,0.36,0.42,0.43,0.29,0.12,0.3,0.65,0.83,0.7,0.8,0.25,0.08,0.66,0.69,1.0
tzod.csv,0.17,0.64,0.03,0.53,0.51,0.76,0.16,0.09,0.26,0.73,0.86,0.45,0.46,0.28,0.05,0.64,0.14,1.0
wxcrp.csv,0.14,0.71,0.11,0.41,0.47,0.82,0.17,0.2,0.27,0.72,0.9,0.55,0.86,0.37,0.05,0.88,0.14,0.99
