,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.38,0.7,0.52,0.37,0.49,0.83,0.6,0.29,0.5,0.44,0.39,0.45,0.69,0.61,0.4,0.26,0.18,0.0
boost-sandbox.csv,0.69,0.52,0.38,0.43,0.44,0.68,0.41,0.31,0.11,0.6,0.34,0.49,0.45,0.43,0.65,0.42,0.62,0.16
clamav.csv,0.61,0.37,0.51,0.63,0.72,0.69,0.68,0.2,0.51,0.19,0.0,0.33,0.77,0.62,0.78,0.55,0.54,0.49
co-ode-owl-plugins.csv,0.31,0.64,0.37,0.48,0.35,0.35,0.61,0.75,0.36,0.53,0.17,0.45,0.4,0.33,0.54,0.69,0.71,0.38
etherboot.csv,0.0,0.17,0.0,0.37,0.04,0.0,0.0,0.13,0.53,0.04,0.65,0.0,0.0,0.0,0.0,0.46,0.0,0.0
freebios.csv,0.54,0.48,0.57,0.36,0.44,0.33,0.28,0.67,0.46,0.52,0.37,0.8,0.4,0.46,0.46,0.55,0.44,0.48
frogatto.csv,0.64,0.54,0.29,0.71,0.71,0.54,0.74,0.38,0.67,0.49,0.37,0.46,0.54,0.52,0.05,0.71,0.55,0.76
glelite.csv,0.31,0.4,0.0,0.68,0.61,0.13,0.13,0.31,0.27,0.45,0.72,0.3,0.0,0.05,0.09,0.54,0.2,0.97
jasperreports.csv,0.6,0.26,0.38,0.44,0.59,0.62,0.17,0.13,0.56,0.64,0.0,0.5,0.29,0.55,0.94,0.35,0.18,0.0
konversation.csv,0.31,0.71,0.38,0.52,0.44,0.33,0.76,0.54,0.48,0.56,0.34,0.3,0.18,0.37,0.91,0.47,0.26,0.21
miranda-icq.csv,0.58,0.56,0.37,0.56,0.56,0.46,0.84,0.2,0.58,0.63,0.5,0.39,0.45,0.63,0.82,0.36,0.32,0.33
olap-navigator.csv,0.48,0.86,0.61,0.63,0.56,0.34,0.71,0.0,0.64,0.65,0.58,0.44,0.34,0.41,0.82,0.52,0.26,0.45
pclasses.csv,0.82,0.47,0.2,0.53,0.53,0.0,0.61,0.47,0.0,0.27,0.52,0.1,0.58,0.0,0.37,0.29,0.43,0.08
plato.csv,0.33,0.39,0.0,0.35,0.33,0.13,0.17,0.51,0.0,0.0,0.85,0.39,0.23,0.05,0.05,0.0,0.0,0.69
re2c.csv,0.21,0.34,1.0,0.49,0.33,0.31,0.0,0.7,0.31,0.2,0.28,0.43,0.24,0.32,0.05,0.61,0.68,0.4
rebecca-aiml.csv,0.0,0.4,0.66,0.53,0.68,0.18,0.61,0.31,0.4,0.39,0.54,0.17,0.24,0.4,0.63,0.74,0.85,0.56
tzod.csv,0.39,0.37,0.19,0.67,0.61,0.68,0.67,0.31,0.54,0.47,0.48,0.43,0.57,0.52,0.4,0.23,0.28,0.54
wxcrp.csv,0.31,0.52,0.0,0.47,0.6,0.26,0.69,0.65,0.0,0.2,0.64,0.37,0.35,0.64,0.24,0.23,0.27,0.7
