,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,1.0,0.0,0.0,3.0,0.0,0.0,15.0,7.0,0.0,1.0,0.0,0.0,6.0,7.0,170.0,1.0,3.0,0.0
boost-sandbox.csv,0.0,0.0,0.0,2.0,0.0,1.0,11.0,7.0,5.0,2.0,0.0,1.0,11.0,1.0,53.0,1.0,2.0,0.0
clamav.csv,5.0,0.0,2.0,2.0,4.0,2.0,26.0,17.0,6.0,0.0,0.0,3.0,0.0,4.0,194.0,2.0,7.0,0.0
co-ode-owl-plugins.csv,3.0,0.0,0.0,8.0,9.0,0.0,19.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,225.0,0.0,3.0,0.0
etherboot.csv,1.0,0.0,56.0,2.0,0.0,0.0,22.0,4.0,4.0,0.0,0.0,99.0,13.0,201.0,502.0,2.0,185.0,0.0
freebios.csv,1.0,0.0,0.0,1.0,0.0,0.0,17.0,5.0,0.0,1.0,0.0,0.0,10.0,4.0,37.0,2.0,2.0,0.0
frogatto.csv,7.0,0.0,0.0,2.0,4.0,1.0,5.0,5.0,0.0,0.0,0.0,2.0,5.0,8.0,177.0,0.0,0.0,0.0
glelite.csv,17.0,0.0,0.0,5.0,5.0,0.0,22.0,11.0,0.0,0.0,0.0,1.0,13.0,4.0,177.0,0.0,2.0,0.0
jasperreports.csv,1.0,0.0,11.0,3.0,0.0,0.0,20.0,13.0,0.0,2.0,0.0,0.0,12.0,3.0,20.0,2.0,46.0,0.0
konversation.csv,6.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,6.0,1.0,0.0,3.0,3.0,11.0,31.0,0.0,9.0,1.0
miranda-icq.csv,12.0,0.0,7.0,2.0,0.0,0.0,10.0,17.0,0.0,1.0,0.0,1.0,2.0,6.0,147.0,2.0,1.0,0.0
olap-navigator.csv,5.0,0.0,3.0,10.0,0.0,0.0,16.0,14.0,0.0,2.0,0.0,0.0,3.0,4.0,169.0,1.0,64.0,0.0
pclasses.csv,2.0,0.0,4.0,4.0,5.0,69.0,14.0,4.0,82.0,1.0,0.0,1.0,1.0,201.0,214.0,2.0,1.0,0.0
plato.csv,1.0,0.0,0.0,4.0,0.0,0.0,21.0,7.0,0.0,2.0,0.0,1.0,13.0,4.0,181.0,2.0,3.0,0.0
re2c.csv,1.0,1.0,0.0,6.0,3.0,0.0,101.0,2.0,6.0,1.0,0.0,1.0,3.0,2.0,127.0,0.0,3.0,0.0
rebecca-aiml.csv,66.0,1.0,0.0,10.0,8.0,0.0,13.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,140.0,0.0,0.0,0.0
tzod.csv,7.0,0.0,24.0,2.0,5.0,1.0,12.0,6.0,0.0,0.0,0.0,0.0,4.0,7.0,373.0,2.0,1.0,0.0
wxcrp.csv,11.0,0.0,0.0,3.0,5.0,2.0,25.0,10.0,0.0,1.0,0.0,7.0,0.0,4.0,182.0,0.0,3.0,0.0
