,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.36,0.9,0.5,0.33,0.77,0.85,1.0,0.28,0.91,0.83,0.36,0.45,0.9,0.67,0.65,0.22,0.52,0.87
boost-sandbox.csv,0.82,0.64,0.33,0.81,0.45,0.76,0.42,0.28,0.09,0.61,0.64,0.55,0.75,0.42,0.62,0.78,0.59,0.13
clamav.csv,0.64,0.34,0.5,0.63,0.77,0.68,0.75,0.17,0.55,0.16,0.76,0.29,0.75,0.73,0.96,0.53,0.5,0.56
co-ode-owl-plugins.csv,0.27,0.61,0.33,0.56,0.32,0.34,0.58,0.72,0.32,0.53,0.14,0.45,0.35,0.29,0.58,0.83,0.94,0.4
etherboot.csv,1.0,0.95,0.0,0.33,0.03,1.0,1.0,0.11,0.5,0.03,0.79,0.0,1.0,0.0,0.0,0.94,0.0,0.97
freebios.csv,0.73,0.46,0.83,0.37,0.48,0.37,0.25,0.67,0.45,0.61,0.79,0.8,0.45,0.44,0.42,0.64,0.39,0.45
frogatto.csv,0.73,0.54,0.83,0.81,0.77,0.51,0.92,0.44,0.82,0.61,0.79,0.45,0.5,0.88,1.0,0.69,0.63,0.79
glelite.csv,0.82,0.36,1.0,0.89,0.94,1.0,1.0,0.33,1.0,0.45,0.93,0.92,1.0,0.98,0.96,0.89,0.85,0.96
jasperreports.csv,0.82,0.8,0.5,0.85,0.9,0.61,1.0,0.33,0.86,0.77,0.74,0.59,0.8,0.6,0.96,0.33,0.15,0.59
konversation.csv,0.27,0.72,0.33,0.52,0.39,0.29,0.75,0.5,0.45,0.55,0.33,0.27,0.15,0.33,1.0,0.42,0.22,0.19
miranda-icq.csv,0.64,0.59,0.33,0.56,0.52,0.8,0.92,0.17,0.64,0.7,0.55,0.37,0.4,0.62,0.92,0.31,0.3,0.33
olap-navigator.csv,0.45,0.84,0.67,0.81,0.74,0.29,0.83,0.44,0.68,0.81,0.67,0.51,0.3,0.37,0.96,0.47,0.33,0.42
pclasses.csv,0.82,0.44,0.17,0.52,0.52,0.0,0.58,0.44,0.0,0.23,0.5,0.08,0.55,0.0,0.35,0.25,0.44,0.07
plato.csv,1.0,0.52,1.0,0.93,0.97,0.93,1.0,0.83,1.0,0.99,0.88,0.92,0.8,0.96,0.96,0.94,1.0,0.95
re2c.csv,0.18,0.3,1.0,0.48,0.29,0.32,0.0,0.67,0.27,0.17,0.24,0.39,0.2,0.29,0.04,0.89,0.72,0.35
rebecca-aiml.csv,0.0,0.36,0.67,0.56,0.71,0.15,0.58,0.28,0.36,0.38,0.6,0.14,0.2,0.37,0.65,0.81,0.85,0.5
tzod.csv,0.36,0.34,0.17,0.67,0.58,0.68,0.75,0.28,0.68,0.45,0.45,0.41,0.55,0.52,0.81,0.19,0.28,0.48
wxcrp.csv,0.27,0.52,1.0,0.44,0.58,0.22,0.75,0.83,1.0,0.86,0.64,0.33,0.3,0.65,0.88,0.19,0.35,0.97
