,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.17,0.04,1.0,0.06,0.12,0.27,0.15
brlcad.csv,0.76,0.82,0.37,0.13,0.49,0.55,0.15
ftm.csv,0.5,0.29,0.42,0.73,0.55,0.94,0.78
google-web-toolkit.csv,0.49,0.29,0.35,0.41,0.99,0.16,0.69
jcache.csv,0.54,0.39,0.58,0.81,0.59,0.09,1.0
mimosa.csv,0.4,0.0,0.59,0.97,0.53,0.67,0.73
ogre.csv,0.0,1.0,0.0,0.0,0.05,0.0,0.0
