,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.77,0.0,0.8,0.48
n2cms.csv,0.02,0.45,0.78,0.55
nassp.csv,0.88,0.86,0.77,0.09
nug.csv,0.51,0.86,0.24,0.47
