,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.94,0.86,0.62,0.61
n2cms.csv,0.62,0.6,0.45,0.65
nassp.csv,0.93,0.67,0.86,0.75
nug.csv,0.59,0.83,0.85,0.61
