,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.07,0.0,0.25,0.24
n2cms.csv,0.0,0.27,0.44,0.24
nassp.csv,0.12,0.02,0.08,0.02
nug.csv,0.35,0.07,0.0,0.33
