,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.27,1.0,0.28,0.61
n2cms.csv,0.98,0.66,0.38,0.54
nassp.csv,0.15,0.17,0.28,0.93
nug.csv,0.63,0.17,0.8,0.67
