,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.34,1.0,0.27,0.47
n2cms.csv,0.99,0.46,0.31,0.41
nassp.csv,0.19,0.24,0.33,0.92
nug.csv,0.58,0.2,0.87,0.46
