,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.91,0.85,0.95,0.89,0.81,0.95,0.08,0.81,0.91,0.44,0.76,0.78,0.89,0.96,1.0,0.85,0.92,0.88,0.81
autat.csv,0.81,0.74,0.95,0.84,0.01,0.81,0.76,0.73,0.8,0.86,0.68,0.71,0.83,0.83,0.86,0.95,0.93,0.46,0.67
critterding.csv,0.86,0.06,0.84,0.88,0.91,0.68,0.88,0.86,0.56,0.42,0.78,0.96,0.69,0.88,0.66,0.81,0.84,0.63,0.73
elateportal.csv,0.74,0.76,0.89,0.84,0.53,0.74,0.79,0.69,0.65,0.51,0.95,0.42,0.77,0.46,0.0,0.86,0.72,0.88,0.87
factor.csv,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.01,1.0,1.0,0.93,1.0,1.0,1.0,0.99,0.02,1.0
fceugc.csv,0.72,0.72,0.05,0.92,0.86,0.67,0.51,0.82,0.79,0.84,0.81,0.74,0.72,0.78,0.92,0.77,0.75,0.85,0.64
jstock.csv,0.84,0.88,0.97,1.0,0.81,0.78,0.76,0.57,0.91,0.74,0.86,0.02,0.85,0.88,0.77,0.87,0.92,0.95,0.83
keyczar.csv,0.76,0.66,0.95,0.63,0.94,0.9,0.92,0.75,0.8,0.72,0.96,1.01,0.89,0.04,0.86,0.58,0.9,0.98,0.75
mimosa.csv,0.7,0.7,0.72,1.03,0.62,0.03,0.61,0.98,0.82,0.51,0.85,0.78,0.65,1.0,0.51,1.0,0.75,1.0,0.78
miranda.csv,0.78,0.67,0.5,0.92,0.82,0.77,0.72,0.43,0.68,0.45,0.64,0.93,0.82,0.84,0.95,0.58,0.7,0.99,0.01
nativeclient.csv,0.71,0.71,0.59,1.11,0.57,0.31,0.69,0.45,0.73,0.68,0.63,0.67,0.47,0.62,0.35,0.71,0.02,0.98,0.67
ogre.csv,1.0,1.0,1.0,0.0,1.0,0.98,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
openfrag.csv,0.86,0.59,0.57,1.14,0.5,0.79,0.73,0.98,0.02,0.87,0.58,0.6,0.68,0.88,0.57,0.4,0.79,0.62,0.79
qdvdauthor.csv,0.6,0.77,0.61,0.86,0.85,0.75,0.65,0.76,0.78,1.05,0.0,0.73,0.57,0.9,0.97,0.52,0.79,0.69,0.72
qse.csv,0.68,0.72,0.7,0.88,0.88,0.64,0.62,0.09,0.66,0.66,0.61,0.7,0.86,0.92,0.95,0.6,0.75,0.82,0.49
reactos-mirror.csv,0.02,0.51,0.6,1.02,0.8,0.87,0.59,0.42,0.47,0.69,0.56,0.56,0.7,0.73,1.0,0.93,0.73,0.84,0.7
sandiaportals.csv,0.64,0.72,0.75,1.12,0.91,0.74,0.77,0.79,0.51,0.67,0.73,0.65,0.65,0.74,1.06,0.0,0.65,0.69,0.7
synergyspace.csv,0.79,1.0,0.96,0.99,0.94,0.83,1.0,0.73,0.8,0.96,1.01,0.93,0.15,1.0,0.99,0.98,0.93,0.62,0.99
uclmda.csv,0.74,0.75,0.92,0.69,0.71,0.83,0.84,0.68,0.83,0.01,0.74,0.74,0.61,0.65,0.88,0.67,0.62,1.0,0.69
