,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,tweetsharp.csv,ta3d.csv
alembik.csv,0.3,0.21,0.0,0.0,0.05,0.36,0.11,0.12,0.2,0.19
arsenal-1.csv,0.35,0.24,0.0,0.06,0.05,0.07,0.16,0.07,0.0,0.06
barracudamvc.csv,0.0,0.85,0.9,0.81,1.0,0.79,1.0,1.0,1.0,1.0
irplus.csv,0.4,0.27,0.1,0.42,0.32,0.29,0.0,0.37,0.4,0.25
lite.csv,0.05,0.18,0.39,0.03,0.03,0.21,0.05,0.0,0.13,0.0
mumble.csv,0.2,0.3,0.23,0.23,0.0,0.14,0.23,0.12,0.07,0.31
ontopia.csv,0.85,0.91,0.97,0.61,0.78,0.0,0.86,0.88,0.93,0.94
openintents.csv,0.2,0.03,0.87,0.39,0.48,0.43,0.55,0.59,0.67,0.5
ta3d.csv,0.9,0.67,0.94,0.84,0.52,0.93,0.57,0.95,0.67,0.0
tweetsharp.csv,0.55,0.18,0.71,0.68,0.68,0.0,0.45,0.71,0.0,0.5
