,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,tweetsharp.csv,ta3d.csv
alembik.csv,0.29,0.26,0.23,1.0,0.19,0.23,0.19,0.64,0.14,0.35
arsenal-1.csv,0.34,0.3,0.97,0.06,0.1,0.04,0.14,0.31,0.06,0.04
barracudamvc.csv,0.98,0.45,0.34,0.53,0.0,0.52,0.0,0.0,0.0,0.0
irplus.csv,0.46,0.3,0.23,0.39,0.55,0.28,1.0,0.55,0.56,0.47
lite.csv,0.21,0.16,0.33,0.27,0.0,0.16,0.15,0.77,0.12,0.04
mumble.csv,0.3,0.51,0.3,0.54,1.0,0.11,0.48,0.24,0.2,0.38
ontopia.csv,0.43,0.33,0.13,0.62,0.57,1.0,0.44,0.4,0.27,0.24
openintents.csv,0.38,0.99,0.37,0.7,0.42,0.37,0.59,0.67,0.38,0.34
ta3d.csv,0.34,0.59,0.24,0.46,0.68,0.27,0.63,0.19,0.57,0.98
tweetsharp.csv,0.63,0.4,0.61,0.66,0.65,0.44,0.53,0.45,0.96,0.6
