,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.38,0.46,0.0,0.44,0.46,0.84,0.45,0.65,0.48,0.48,0.44,0.47,0.54,0.41
awemud.csv,0.39,0.78,0.71,0.42,0.34,0.45,0.44,0.58,0.32,0.4,0.48,0.47,0.31,0.38
buddata-ebxml-registry.csv,0.4,0.56,0.42,0.4,0.37,0.4,0.41,0.46,0.31,0.39,0.42,0.32,0.34,0.42
cornerstone.csv,0.92,0.96,0.0,0.93,0.39,0.5,0.88,0.5,0.42,0.96,0.86,0.56,0.58,0.91
firebreath.csv,0.45,0.78,0.83,0.58,0.55,0.67,0.51,0.83,0.35,0.91,0.62,0.49,0.65,0.45
lsb.csv,0.33,0.53,0.44,0.52,0.31,0.54,0.56,0.9,0.49,0.44,0.43,0.4,0.87,0.35
maya-work-in-progress.csv,0.36,0.55,0.6,0.38,0.37,0.39,0.38,0.46,0.32,0.37,0.41,0.34,0.34,0.38
mia.csv,0.81,0.89,0.42,0.63,0.88,0.53,0.77,0.54,0.4,0.86,0.67,0.88,0.83,0.5
open-beos.csv,0.37,0.97,0.47,0.45,0.42,0.48,0.92,0.62,0.62,0.64,0.42,0.89,0.41,0.41
qgis.csv,0.44,0.86,0.47,0.53,0.62,0.47,0.59,0.67,0.36,0.43,0.51,0.51,0.53,0.42
rocrail.csv,0.42,0.83,0.41,0.45,0.43,0.88,0.54,0.67,0.53,0.47,0.55,0.51,0.36,0.41
rtb-team.csv,0.38,0.0,0.53,0.92,0.0,0.97,0.83,0.67,0.61,0.93,0.75,0.94,0.71,0.9
tradelink.csv,0.54,0.95,0.61,0.86,0.64,0.66,0.92,0.9,0.69,0.48,0.54,0.65,0.41,0.93
upp-mirror.csv,0.53,0.63,0.62,0.67,0.39,0.6,0.61,0.67,0.79,0.53,0.57,0.62,0.73,0.75
