,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.61,0.13,0.6,0.68,0.51,0.54,0.65,0.72,0.65,0.45,0.62,0.24,0.78,0.58,0.67,0.32,0.52,0.99
decidr.csv,0.5,0.22,0.55,0.73,0.39,0.48,0.99,0.65,0.65,0.29,0.58,0.19,0.61,0.44,0.68,0.3,0.59,0.67
doomlegacy.csv,0.64,0.11,0.55,0.62,0.45,0.31,0.61,0.6,0.59,0.51,0.38,0.27,0.63,0.42,0.99,0.36,0.45,0.68
elmo.csv,0.08,0.89,0.0,0.22,0.04,0.0,0.14,0.03,0.05,0.0,0.16,0.12,0.11,0.0,0.05,0.08,0.0,0.06
gpac.csv,0.57,0.06,0.48,0.63,0.42,0.53,0.59,0.99,0.55,0.41,0.48,0.23,0.62,0.36,0.47,0.3,0.54,0.76
illumination.csv,0.34,0.18,0.25,0.53,0.34,0.37,0.25,0.21,0.38,0.28,0.51,0.16,0.28,0.3,0.62,1.0,0.65,0.53
img-browse-sort.csv,0.57,0.24,0.17,0.59,0.42,0.33,0.53,0.61,0.45,0.3,0.54,0.24,0.55,0.96,0.3,0.06,0.21,0.55
ktc.csv,0.99,0.0,0.54,0.43,0.55,0.36,0.51,0.32,0.44,0.45,0.49,0.29,0.59,0.42,0.51,0.36,0.34,0.57
neoengine.csv,0.58,0.13,0.99,0.61,0.49,0.41,0.53,0.53,0.63,0.45,0.51,0.19,0.62,0.33,0.78,0.37,0.48,0.73
nicepress.csv,0.35,0.0,0.5,0.19,0.44,1.0,0.34,0.5,0.47,0.0,0.46,0.31,0.64,0.2,0.37,0.38,0.32,0.53
omseek.csv,0.03,0.0,0.05,0.2,0.19,0.41,0.31,0.24,0.13,0.32,0.36,0.94,0.32,0.38,0.11,0.15,0.28,0.13
pi-qmc.csv,0.5,0.2,0.56,0.52,0.5,0.46,0.47,0.68,0.61,0.44,0.63,0.2,0.73,0.35,0.69,0.47,1.0,0.49
rosegarden.csv,0.71,0.09,0.48,0.51,0.96,0.56,0.52,0.51,0.45,0.29,0.58,0.21,0.69,0.54,0.69,0.14,0.53,0.52
sigil.csv,0.49,0.13,0.51,0.66,0.4,0.46,0.6,0.3,0.24,0.51,0.54,0.25,0.99,0.52,0.23,0.17,0.49,0.72
smarttag.csv,0.44,0.0,0.56,0.43,0.43,0.52,0.37,0.45,0.56,1.0,0.38,0.23,0.58,0.34,0.59,0.22,0.62,0.45
sylpheed-claws.csv,0.53,0.15,0.52,0.66,0.41,0.57,0.68,0.6,0.98,0.38,0.58,0.23,0.51,0.41,0.72,0.3,0.41,0.78
xemeiah.csv,0.63,0.15,0.53,0.51,0.59,0.6,0.53,0.58,0.66,0.33,0.99,0.34,0.72,0.35,0.55,0.29,0.67,0.51
zscreen.csv,0.65,0.11,0.57,0.99,0.48,0.6,0.64,0.65,0.49,0.39,0.6,0.24,0.81,0.48,0.71,0.24,0.57,0.85
