,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.39,0.47,0.46,0.5,0.48,0.45,0.39,0.34,0.44,0.43,0.48,0.45,0.48,0.41,0.41,0.36,0.53,0.39
decidr.csv,0.46,0.39,0.41,0.43,0.5,0.53,0.46,0.33,0.34,0.48,0.49,0.55,0.47,0.34,0.46,0.44,0.56,0.52
doomlegacy.csv,0.41,0.35,0.45,0.5,0.47,0.56,0.47,0.4,0.43,0.39,0.58,0.45,0.42,0.33,0.41,0.48,0.61,0.4
elmo.csv,0.93,0.75,0.67,0.88,0.98,0.89,0.97,0.8,0.9,0.67,0.9,0.97,0.8,0.75,0.5,0.88,0.75,0.5
gpac.csv,0.47,0.42,0.58,0.53,0.68,0.57,0.46,0.49,0.61,0.45,0.66,0.66,0.58,0.45,0.63,0.51,0.67,0.45
illumination.csv,0.97,0.69,0.97,0.54,0.98,0.68,0.98,0.92,0.78,0.77,0.74,0.67,0.92,0.55,0.53,0.82,0.67,0.69
img-browse-sort.csv,0.69,0.4,0.94,0.64,0.91,0.77,0.64,0.54,0.68,0.53,0.74,0.82,0.64,0.83,0.95,0.89,0.74,0.68
ktc.csv,0.5,0.64,0.56,0.71,0.65,0.68,0.61,0.68,0.58,0.88,0.78,0.62,0.52,0.64,0.53,0.54,0.86,0.59
neoengine.csv,0.47,0.51,0.59,0.45,0.53,0.51,0.55,0.4,0.47,0.58,0.56,0.51,0.53,0.52,0.43,0.4,0.47,0.47
nicepress.csv,0.96,0.75,0.62,0.83,0.66,0.58,0.99,0.56,0.64,0.67,0.62,0.71,0.46,0.86,0.64,0.68,0.69,0.62
omseek.csv,0.9,0.8,0.88,0.8,0.98,0.73,0.99,0.91,0.88,0.61,0.89,0.97,0.91,0.88,0.88,0.89,0.86,0.89
pi-qmc.csv,0.52,0.47,0.5,0.5,0.65,0.58,0.61,0.34,0.47,0.77,0.53,0.52,0.48,0.33,0.4,0.53,0.59,0.55
rosegarden.csv,0.47,0.5,0.6,0.57,0.67,0.56,0.61,0.61,0.53,0.55,0.68,0.64,0.51,0.69,0.47,0.88,0.67,0.62
sigil.csv,0.59,0.48,0.62,0.56,0.75,0.55,0.47,0.94,0.95,0.41,0.47,0.72,0.47,0.61,0.93,0.6,0.7,0.45
smarttag.csv,0.69,0.75,0.51,0.7,0.82,0.65,0.75,0.51,0.52,0.79,0.79,0.68,0.57,0.62,0.55,0.68,0.65,0.77
sylpheed-claws.csv,0.47,0.38,0.46,0.44,0.54,0.46,0.36,0.46,0.51,0.46,0.45,0.44,0.65,0.32,0.43,0.41,0.49,0.4
xemeiah.csv,0.48,0.38,0.45,0.42,0.51,0.51,0.51,0.38,0.42,0.52,0.59,0.6,0.47,0.48,0.41,0.52,0.57,0.56
zscreen.csv,0.4,0.7,0.52,0.47,0.52,0.47,0.42,0.46,0.7,0.43,0.5,0.53,0.47,0.69,0.51,0.47,0.56,0.37
