,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,20.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,8.0,1.0,7.0
clamav.csv,5.0,0.0,1.0,17.0,0.0,3.0,0.0,4.0,16.0,1.0,1.0,0.0,1.0,3.0,0.0,6.0,0.0,62.0,0.0,3.0
customsagetv.csv,2.0,0.0,52.0,62.0,124.0,127.0,1.0,0.0,0.0,2.0,0.0,49.0,0.0,4.0,0.0,0.0,55.0,3.0,1.0,0.0
gss.csv,1.0,0.0,6.0,1.0,8.0,1.0,0.0,3.0,6.0,6.0,0.0,1.0,3.0,4.0,1.0,0.0,4.0,30.0,0.0,1.0
guineu.csv,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,18.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
inkscape.csv,10.0,5.0,0.0,16.0,22.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,7.0,0.0,3.0,95.0,2.0,1.0,1.0,0.0
mpqc.csv,0.0,2.0,0.0,10.0,4.0,0.0,3.0,0.0,3.0,9.0,1.0,5.0,0.0,3.0,1.0,0.0,10.0,20.0,0.0,0.0
nsis.csv,10.0,6.0,0.0,1.0,14.0,1.0,4.0,3.0,3.0,13.0,0.0,2.0,14.0,4.0,1.0,0.0,11.0,9.0,0.0,4.0
octave.csv,0.0,4.0,1.0,5.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,3.0,0.0
owfs.csv,0.0,0.0,1.0,0.0,4.0,15.0,2.0,4.0,6.0,6.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,62.0,4.0,0.0
owlib.csv,0.0,0.0,7.0,1.0,13.0,0.0,0.0,1.0,3.0,5.0,1.0,2.0,0.0,3.0,1.0,0.0,9.0,5.0,3.0,0.0
pamguard.csv,0.0,10.0,0.0,1.0,6.0,2.0,2.0,9.0,0.0,17.0,0.0,1.0,0.0,4.0,1.0,0.0,12.0,22.0,3.0,0.0
papertoolkit.csv,83.0,1.0,52.0,62.0,124.0,0.0,0.0,0.0,1.0,0.0,92.0,1.0,51.0,84.0,0.0,95.0,55.0,0.0,0.0,0.0
prelude.csv,0.0,0.0,0.0,0.0,12.0,4.0,2.0,1.0,3.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,13.0,0.0,0.0
pustefix.csv,0.0,0.0,0.0,8.0,124.0,9.0,74.0,1.0,22.0,225.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,19.0,0.0,0.0
robocode.csv,0.0,0.0,0.0,1.0,10.0,4.0,1.0,0.0,14.0,13.0,1.0,0.0,8.0,1.0,3.0,0.0,3.0,6.0,2.0,0.0
scenemonitor.csv,0.0,10.0,4.0,1.0,4.0,1.0,0.0,9.0,3.0,9.0,0.0,3.0,0.0,2.0,1.0,0.0,6.0,9.0,0.0,0.0
tango-cs.csv,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,2.0,5.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0
uwom-server.csv,0.0,4.0,0.0,62.0,3.0,19.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,62.0,4.0,0.0
zengine.csv,0.0,0.0,0.0,1.0,10.0,1.0,1.0,1.0,6.0,17.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,5.0,0.0,0.0
