,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.64,0.73,0.67,0.83,0.0,0.78,0.92,0.47,0.67,0.98,0.5,0.89,0.5,0.65,0.43,0.59,0.9,0.83,0.41,0.72
clamav.csv,0.91,0.6,0.53,0.38,0.61,0.49,0.49,0.88,0.84,0.61,0.67,0.5,0.69,0.76,0.9,0.89,0.56,0.9,0.82,0.5
customsagetv.csv,0.89,0.92,0.0,0.67,0.0,0.0,0.86,0.5,0.83,0.85,0.67,0.0,0.0,0.86,0.89,0.5,0.0,0.73,0.75,0.52
gss.csv,0.31,0.47,0.51,0.41,0.43,0.5,0.31,0.32,0.36,0.42,0.47,0.41,0.46,0.45,0.33,0.38,0.5,0.34,0.38,0.31
guineu.csv,0.71,0.94,0.8,0.55,0.95,0.77,0.83,0.67,0.89,0.97,0.75,0.89,0.5,0.79,0.75,0.64,0.8,0.67,0.8,0.95
inkscape.csv,0.43,0.75,0.43,0.39,0.75,0.95,0.43,0.44,0.88,0.62,0.8,0.64,0.62,0.89,0.53,0.91,0.69,0.52,0.73,0.73
mpqc.csv,0.68,0.98,0.76,0.69,0.89,0.94,0.93,0.57,0.71,0.99,0.73,0.78,0.34,0.73,0.95,0.44,0.66,0.57,0.7,0.56
nsis.csv,0.4,0.45,0.56,0.41,0.39,0.45,0.38,0.44,0.67,0.46,0.49,0.44,0.52,0.41,0.47,0.33,0.38,0.59,0.5,0.71
octave.csv,0.57,0.5,0.41,0.41,0.95,0.73,0.6,0.47,0.62,0.58,0.84,0.85,0.52,0.67,0.35,0.34,0.82,0.4,0.44,0.37
owfs.csv,0.53,0.96,0.67,0.91,0.59,0.94,0.58,0.47,0.52,0.62,0.8,0.83,0.6,0.89,0.58,0.53,0.75,0.85,0.67,0.37
owlib.csv,0.45,0.54,0.61,0.54,0.46,0.53,0.46,0.58,0.62,0.46,0.59,0.67,0.52,0.55,0.34,0.36,0.54,0.39,0.56,0.38
pamguard.csv,0.43,0.64,0.52,0.43,0.54,0.62,0.44,0.46,0.57,0.59,0.62,0.59,0.47,0.54,0.43,0.33,0.5,0.4,0.41,0.36
papertoolkit.csv,0.0,0.5,0.0,0.0,0.0,0.8,0.0,0.0,0.5,0.67,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0
prelude.csv,0.3,0.42,0.48,0.4,0.38,0.42,0.35,0.41,0.5,0.44,0.4,0.39,0.37,0.37,0.32,0.32,0.41,0.35,0.37,0.35
pustefix.csv,0.92,0.97,0.75,0.59,0.67,0.93,0.5,0.82,0.69,0.95,0.67,0.8,0.76,0.8,0.76,0.44,0.79,0.64,0.71,0.44
robocode.csv,0.32,0.53,0.5,0.35,0.43,0.43,0.34,0.52,0.59,0.41,0.47,0.58,0.8,0.4,0.49,0.42,0.32,0.79,0.38,0.36
scenemonitor.csv,0.41,0.69,0.46,0.43,0.48,0.78,0.44,0.41,0.62,0.54,0.57,0.61,0.55,0.42,0.43,0.48,0.64,0.6,0.71,0.44
tango-cs.csv,0.6,0.88,0.5,0.86,0.69,0.55,0.74,0.69,0.76,0.57,0.74,0.44,0.64,0.88,0.61,0.94,0.5,0.8,0.48,0.59
uwom-server.csv,0.87,0.98,0.67,0.0,0.95,0.76,0.92,0.83,0.69,0.81,0.9,0.88,0.46,0.9,0.9,0.68,0.0,0.55,0.48,0.48
zengine.csv,0.29,0.4,0.49,0.39,0.47,0.48,0.36,0.41,0.56,0.41,0.48,0.42,0.38,0.39,0.32,0.55,0.52,0.39,0.4,0.36
