,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.22,0.29,0.18,0.1,0.0,0.33,0.28,0.32,0.0,0.25,0.0,0.08,0.03,0.16,0.52,0.34,0.17,0.18,0.45,0.33
clamav.csv,0.14,0.22,0.09,0.56,0.19,0.5,0.25,0.21,0.39,0.26,0.29,0.33,0.25,0.16,0.12,0.2,0.0,0.17,0.15,0.38
customsagetv.csv,0.07,0.13,0.0,0.06,0.0,0.0,0.09,0.0,0.04,0.15,0.0,0.0,0.0,0.1,0.03,0.02,0.03,0.23,0.05,0.35
gss.csv,0.72,0.53,0.73,0.71,0.49,0.57,0.56,0.46,0.25,0.55,0.29,0.25,0.34,0.6,0.79,0.7,0.44,0.57,0.0,0.58
guineu.csv,0.0,0.01,0.73,0.67,0.15,0.26,0.12,0.07,0.39,0.14,0.0,0.42,0.03,0.16,0.0,0.05,0.08,0.03,0.05,0.12
inkscape.csv,0.57,0.2,0.18,0.52,0.31,0.19,0.0,0.25,0.09,0.31,0.14,0.08,0.34,0.08,0.39,0.25,0.17,0.33,0.2,0.3
mpqc.csv,0.43,0.21,0.64,0.27,0.08,0.0,0.28,0.79,0.79,0.34,0.71,0.58,0.94,0.44,0.24,0.73,0.56,0.58,0.55,0.58
nsis.csv,0.62,0.87,1.0,0.9,0.99,0.92,0.91,0.68,0.25,0.86,0.0,0.92,0.53,0.97,0.61,0.91,0.94,0.42,0.4,0.32
octave.csv,0.29,0.44,0.36,0.52,0.0,0.31,0.28,0.57,0.71,0.41,0.0,0.0,0.44,0.35,0.76,0.7,0.33,0.72,0.6,0.86
owfs.csv,0.31,0.04,0.09,0.02,0.3,0.14,0.31,0.29,0.23,0.16,0.0,0.0,0.22,0.11,0.18,0.32,0.06,0.22,0.25,0.58
owlib.csv,0.41,0.0,0.73,0.65,0.84,0.44,0.38,0.71,0.7,0.4,0.86,0.67,0.31,0.56,0.58,0.77,0.44,0.52,0.15,0.57
pamguard.csv,0.64,0.42,0.73,0.87,0.35,0.5,0.59,0.68,0.46,0.51,0.43,0.17,0.5,0.61,0.03,0.8,0.75,0.75,0.6,0.77
papertoolkit.csv,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.01,0.14,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prelude.csv,0.95,0.89,0.0,0.85,0.98,0.94,0.84,0.89,0.73,0.86,0.71,0.67,0.75,0.92,0.97,0.82,0.78,0.82,0.9,0.97
pustefix.csv,0.12,0.09,0.0,0.27,0.03,0.13,0.06,0.43,0.77,0.12,0.0,0.08,0.47,0.0,0.27,0.27,0.19,0.53,0.5,0.72
robocode.csv,0.84,0.43,0.0,0.65,0.67,0.79,0.75,0.0,0.61,0.71,0.57,0.5,0.31,0.56,0.45,0.57,0.69,0.3,0.35,0.72
scenemonitor.csv,0.43,0.27,0.55,0.6,0.32,0.19,0.41,0.68,0.84,0.42,0.29,0.25,0.0,0.34,0.45,0.57,0.36,0.38,0.15,0.57
tango-cs.csv,0.26,0.16,0.0,0.12,0.19,0.43,0.09,0.18,0.27,0.32,0.43,0.92,0.22,0.18,0.33,0.23,0.0,0.22,0.4,0.03
uwom-server.csv,0.22,0.14,0.0,0.02,0.16,0.19,0.16,0.39,0.75,0.0,0.14,0.08,0.47,0.13,0.33,0.18,0.0,0.52,0.75,0.58
zengine.csv,0.91,0.96,1.0,0.88,0.48,0.84,0.72,0.79,0.46,0.69,0.57,0.0,0.41,0.94,0.97,0.45,0.33,0.55,0.65,0.77
