,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.69,0.68,0.99,0.91,0.95,0.64,0.95,0.73,0.08,0.89,0.98,0.79,0.95,0.71,0.69,0.56,0.82,0.69,0.56,0.87
clamav.csv,0.9,0.65,0.63,0.78,0.67,0.82,0.45,0.94,0.86,0.61,0.9,0.71,0.79,0.71,0.91,0.83,0.1,1.01,0.75,0.6
customsagetv.csv,0.81,0.76,1.0,1.0,1.0,1.0,0.91,0.91,0.69,0.75,0.97,1.0,0.95,0.96,0.86,0.03,1.0,0.71,0.9,0.66
gss.csv,0.74,0.6,0.79,0.73,0.58,0.76,0.61,0.58,0.46,0.64,0.73,0.4,0.49,0.71,0.82,0.92,0.6,0.87,0.03,0.65
guineu.csv,0.08,0.86,0.87,0.7,0.74,0.89,0.96,0.7,0.73,0.89,0.95,0.99,0.95,0.84,0.93,0.5,0.9,0.67,0.87,0.72
inkscape.csv,0.81,0.78,0.58,0.69,0.88,0.92,0.02,0.58,0.77,0.59,0.85,0.74,0.83,0.83,0.81,1.03,0.67,0.33,0.79,0.86
mpqc.csv,0.69,0.82,0.92,0.86,0.96,0.1,0.93,0.9,0.91,0.76,0.85,0.92,0.95,0.71,0.85,0.82,0.78,0.67,0.89,0.69
nsis.csv,0.73,0.91,1.02,0.97,0.99,0.95,0.91,0.76,0.74,0.86,0.0,0.92,0.73,0.98,0.69,0.91,0.95,0.53,0.57,0.8
octave.csv,0.42,0.72,0.42,0.63,0.09,0.86,0.69,0.65,0.75,0.79,0.63,0.66,0.63,0.74,0.82,0.7,0.82,0.79,0.69,0.86
owfs.csv,0.49,0.82,0.81,0.09,0.7,0.96,0.85,0.75,0.45,0.72,0.94,0.84,0.64,0.92,0.69,0.66,0.9,1.02,0.71,0.61
owlib.csv,0.56,0.06,0.8,0.75,0.92,0.79,0.6,0.88,0.76,0.61,0.89,0.94,0.55,0.83,0.64,0.8,0.6,0.61,0.59,0.62
pamguard.csv,0.73,0.73,0.73,0.87,0.57,0.74,0.8,0.74,0.56,0.7,0.71,0.5,0.54,0.68,0.03,0.8,0.79,0.82,0.66,0.78
papertoolkit.csv,1.0,0.99,1.0,1.0,1.0,0.95,0.98,0.96,0.92,0.96,1.01,0.95,1.0,1.0,0.98,1.0,1.0,0.0,0.97,0.98
prelude.csv,0.95,0.9,0.0,0.85,0.98,0.97,0.84,0.9,0.73,0.87,0.82,0.67,0.76,0.92,0.98,0.82,0.8,0.82,0.93,0.97
pustefix.csv,0.78,0.85,0.9,0.78,1.0,0.96,1.0,0.71,0.86,1.01,0.97,0.9,0.84,0.13,0.65,0.27,0.68,0.85,0.81,0.82
robocode.csv,0.85,0.57,0.67,0.68,0.68,0.91,0.78,0.0,0.65,0.72,0.68,0.83,0.81,0.6,0.65,0.69,0.7,0.73,0.44,0.76
scenemonitor.csv,0.58,0.67,0.76,0.6,0.52,0.73,0.69,0.76,0.89,0.71,0.83,0.54,0.0,0.59,0.6,0.88,0.66,0.51,0.65,0.72
tango-cs.csv,0.5,0.81,0.95,0.92,0.75,0.66,0.63,0.55,0.6,0.64,0.88,0.94,0.69,0.76,0.79,0.91,0.9,0.4,0.59,0.07
uwom-server.csv,0.65,0.84,0.93,1.0,0.88,0.97,0.83,0.8,0.92,0.05,0.91,0.82,0.59,0.92,0.89,0.53,0.95,1.13,0.96,0.72
zengine.csv,0.92,0.97,1.0,0.89,0.57,0.87,0.73,0.8,0.52,0.73,0.65,0.0,0.54,0.94,0.97,0.77,0.48,0.55,0.7,0.78
