,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.38,0.42,0.04,0.12,0.09,0.28,0.14,0.4,0.96,0.15,0.05,0.34,0.09,0.35,0.59,0.6,0.27,0.13,0.68,0.23
clamav.csv,0.16,0.45,0.54,0.22,0.32,0.17,0.69,0.13,0.16,0.4,0.26,0.5,0.3,0.35,0.17,0.28,0.95,0.0,0.39,0.51
customsagetv.csv,0.29,0.35,0.0,0.0,0.0,0.0,0.16,0.16,0.42,0.31,0.07,0.0,0.1,0.07,0.24,0.98,0.0,0.11,0.18,0.45
gss.csv,0.49,0.57,0.73,0.32,0.34,0.22,0.7,0.59,0.46,0.4,0.48,0.78,0.59,0.38,0.7,0.4,0.5,0.05,0.98,0.55
guineu.csv,0.96,0.24,0.61,0.33,0.28,0.12,0.08,0.44,0.25,0.16,0.09,0.17,0.09,0.22,0.13,0.65,0.16,0.33,0.23,0.39
inkscape.csv,0.31,0.31,0.6,0.27,0.14,0.1,0.99,0.54,0.29,0.41,0.28,0.41,0.28,0.25,0.38,0.0,0.42,0.23,0.34,0.24
mpqc.csv,0.38,0.27,0.44,0.15,0.06,0.95,0.18,0.45,0.22,0.27,0.68,0.39,0.51,0.33,0.28,0.55,0.37,0.1,0.36,0.5
nsis.csv,0.41,0.48,0.78,0.22,0.28,0.22,0.7,0.53,0.26,0.43,1.0,0.82,0.43,0.37,0.66,0.7,0.52,0.13,0.64,0.3
octave.csv,0.59,0.42,0.84,0.31,0.95,0.14,0.47,0.58,0.32,0.25,0.54,0.51,0.49,0.3,0.66,0.76,0.27,0.08,0.65,0.57
owfs.csv,0.53,0.3,0.31,0.91,0.26,0.06,0.29,0.37,0.47,0.34,0.11,0.27,0.46,0.12,0.47,0.5,0.17,0.0,0.44,0.6
owlib.csv,0.48,0.97,0.72,0.27,0.23,0.19,0.59,0.41,0.3,0.39,0.83,0.44,0.54,0.27,0.71,0.65,0.5,0.11,0.57,0.56
pamguard.csv,0.43,0.4,0.91,0.33,0.34,0.22,0.49,0.55,0.37,0.34,0.59,0.67,0.62,0.42,0.99,0.69,0.48,0.08,0.69,0.57
papertoolkit.csv,0.0,0.02,0.0,0.0,0.0,0.08,0.05,0.08,0.13,0.07,0.0,0.17,0.0,0.0,0.03,0.0,0.0,1.0,0.06,0.04
prelude.csv,0.47,0.58,1.0,0.33,0.3,0.23,0.75,0.61,0.39,0.41,0.73,0.88,0.56,0.42,0.74,0.73,0.5,0.11,0.65,0.55
pustefix.csv,0.31,0.24,0.17,0.21,0.0,0.06,0.0,0.44,0.25,0.0,0.07,0.19,0.29,0.93,0.52,0.89,0.41,0.06,0.43,0.46
robocode.csv,0.5,0.55,0.5,0.33,0.35,0.19,0.67,1.0,0.35,0.42,0.76,0.46,0.29,0.47,0.6,0.59,0.59,0.09,0.75,0.54
scenemonitor.csv,0.48,0.43,0.59,0.42,0.38,0.26,0.51,0.53,0.26,0.32,0.36,0.66,1.0,0.43,0.65,0.36,0.43,0.14,0.5,0.46
tango-cs.csv,0.54,0.29,0.09,0.11,0.25,0.26,0.52,0.56,0.35,0.37,0.37,0.76,0.41,0.3,0.39,0.18,0.18,0.22,0.62,0.94
uwom-server.csv,0.41,0.25,0.13,0.0,0.15,0.05,0.29,0.34,0.2,0.97,0.19,0.3,0.54,0.12,0.25,0.6,0.1,0.0,0.42,0.47
zengine.csv,0.45,0.55,0.88,0.3,0.35,0.25,0.73,0.59,0.41,0.4,0.79,1.0,0.57,0.43,0.75,0.43,0.58,0.15,0.68,0.57
