,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.39,0.42,0.02,0.11,0.06,0.48,0.11,0.39,0.93,0.17,0.02,0.25,0.06,0.34,0.53,0.58,0.24,0.37,0.64,0.23
clamav.csv,0.14,0.43,0.43,0.45,0.4,0.37,0.65,0.11,0.26,0.49,0.18,0.41,0.29,0.34,0.12,0.22,0.92,0.0,0.31,0.55
customsagetv.csv,0.23,0.29,0.0,0.0,0.0,0.0,0.11,0.11,0.36,0.31,0.04,0.0,0.06,0.05,0.17,0.98,0.0,0.37,0.12,0.47
gss.csv,0.6,0.64,0.53,0.6,0.64,0.48,0.67,0.62,0.64,0.62,0.37,0.69,0.65,0.55,0.51,0.38,0.59,0.35,0.98,0.62
guineu.csv,0.93,0.17,0.44,0.63,0.31,0.18,0.06,0.35,0.41,0.14,0.06,0.13,0.06,0.2,0.09,0.55,0.12,0.38,0.16,0.33
inkscape.csv,0.42,0.28,0.49,0.53,0.21,0.12,0.98,0.52,0.27,0.53,0.19,0.3,0.29,0.2,0.32,0.0,0.4,0.91,0.27,0.23
mpqc.csv,0.48,0.25,0.34,0.21,0.06,0.92,0.14,0.42,0.41,0.36,0.47,0.31,0.23,0.45,0.22,0.49,0.45,0.6,0.32,0.57
nsis.csv,0.55,0.38,0.0,0.31,0.05,0.28,0.32,0.54,0.35,0.45,1.0,0.29,0.49,0.13,0.58,0.33,0.24,0.65,0.6,0.31
octave.csv,0.69,0.45,0.75,0.6,0.93,0.23,0.41,0.62,0.58,0.35,0.42,0.39,0.55,0.39,0.5,0.67,0.29,0.52,0.59,0.43
owfs.csv,0.63,0.21,0.23,0.92,0.4,0.06,0.24,0.34,0.65,0.34,0.07,0.19,0.44,0.11,0.39,0.45,0.12,0.0,0.37,0.68
owlib.csv,0.61,0.95,0.52,0.55,0.4,0.38,0.55,0.42,0.55,0.55,0.4,0.34,0.57,0.4,0.64,0.53,0.59,0.62,0.48,0.64
pamguard.csv,0.56,0.43,0.65,0.43,0.57,0.46,0.46,0.57,0.65,0.51,0.45,0.57,0.71,0.6,0.99,0.52,0.54,0.5,0.63,0.56
papertoolkit.csv,0.0,0.01,0.0,0.0,0.0,0.06,0.02,0.05,0.1,0.05,0.0,0.13,0.0,0.0,0.02,0.0,0.0,1.0,0.04,0.02
prelude.csv,0.21,0.38,1.0,0.47,0.09,0.23,0.48,0.37,0.65,0.44,0.49,0.69,0.57,0.3,0.13,0.52,0.52,0.52,0.33,0.13
pustefix.csv,0.27,0.19,0.12,0.31,0.0,0.06,0.0,0.45,0.46,0.0,0.04,0.13,0.33,0.89,0.45,0.92,0.39,0.35,0.39,0.5
robocode.csv,0.48,0.62,0.38,0.65,0.65,0.42,0.55,1.0,0.64,0.61,0.58,0.36,0.29,0.68,0.54,0.57,0.67,0.37,0.71,0.57
scenemonitor.csv,0.61,0.42,0.47,0.77,0.61,0.34,0.46,0.54,0.42,0.45,0.26,0.56,1.0,0.54,0.6,0.35,0.48,0.66,0.42,0.53
tango-cs.csv,0.61,0.25,0.06,0.11,0.31,0.51,0.42,0.52,0.5,0.48,0.26,0.28,0.39,0.3,0.33,0.14,0.12,0.69,0.58,0.94
uwom-server.csv,0.42,0.2,0.09,0.0,0.17,0.06,0.22,0.33,0.39,0.96,0.12,0.21,0.62,0.11,0.2,0.54,0.06,0.0,0.36,0.54
zengine.csv,0.32,0.17,0.0,0.39,0.64,0.44,0.62,0.52,0.71,0.59,0.62,1.0,0.64,0.24,0.13,0.41,0.65,0.8,0.6,0.56
