,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.41,0.47,0.33,0.17,1.0,0.2,0.31,0.47,1.0,0.16,1.0,0.89,0.5,0.41,0.65,0.66,0.4,0.08,0.69,0.28
clamav.csv,0.27,0.54,0.94,0.15,0.29,0.11,0.77,0.25,0.12,0.36,0.87,0.78,0.38,0.41,0.6,0.53,1.0,0.0,0.73,0.48
customsagetv.csv,0.56,0.57,0.0,0.0,0.0,0.0,0.57,1.0,0.67,0.38,1.0,0.0,1.0,0.14,0.89,0.98,0.0,0.07,0.75,0.45
gss.csv,0.34,0.48,0.78,0.2,0.23,0.14,0.65,0.54,0.36,0.29,0.93,0.9,0.54,0.27,0.64,0.4,0.43,0.03,1.0,0.44
guineu.csv,1.0,0.94,0.73,0.2,0.29,0.1,0.33,0.78,0.19,0.23,1.0,0.44,0.5,0.29,1.0,0.93,0.4,0.33,0.8,0.62
inkscape.csv,0.25,0.44,0.9,0.18,0.11,0.09,1.0,0.61,0.38,0.35,0.93,0.91,0.31,0.44,0.57,0.0,0.54,0.13,0.64,0.3
mpqc.csv,0.32,0.4,0.67,0.12,0.11,1.0,0.36,0.37,0.14,0.24,0.9,0.61,0.36,0.27,0.58,0.5,0.31,0.05,0.45,0.41
nsis.csv,0.31,0.36,0.76,0.13,0.16,0.13,0.57,0.44,0.22,0.27,1.0,0.76,0.37,0.24,0.66,0.55,0.36,0.07,0.69,0.35
octave.csv,0.51,0.4,0.89,0.21,1.0,0.11,0.64,0.5,0.2,0.2,1.0,1.0,0.44,0.27,0.62,0.62,0.29,0.04,0.62,0.41
owfs.csv,0.47,0.78,0.89,0.91,0.21,0.06,0.47,0.47,0.38,0.38,1.0,1.0,0.53,0.22,0.77,0.61,0.5,0.0,0.67,0.47
owlib.csv,0.4,1.0,0.78,0.17,0.14,0.13,0.66,0.35,0.19,0.31,0.92,0.62,0.52,0.2,0.69,0.55,0.43,0.06,0.81,0.46
pamguard.csv,0.31,0.39,0.84,0.2,0.25,0.14,0.51,0.46,0.26,0.25,0.92,0.91,0.5,0.3,0.98,0.57,0.36,0.04,0.65,0.42
papertoolkit.csv,0.0,0.5,0.0,0.0,0.0,0.2,1.0,1.0,0.5,0.67,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
prelude.csv,0.31,0.42,1.0,0.2,0.18,0.14,0.61,0.46,0.24,0.26,0.91,0.82,0.41,0.27,0.62,0.59,0.36,0.06,0.56,0.39
pustefix.csv,0.46,0.53,1.0,0.18,0.0,0.07,0.0,0.45,0.16,0.0,1.0,0.8,0.29,1.0,0.73,0.81,0.5,0.03,0.52,0.36
robocode.csv,0.34,0.5,1.0,0.21,0.22,0.11,0.59,1.0,0.23,0.28,0.93,0.68,0.33,0.34,0.68,0.56,0.43,0.05,0.76,0.41
scenemonitor.csv,0.39,0.49,0.77,0.26,0.28,0.22,0.59,0.44,0.16,0.25,0.9,0.87,1.0,0.36,0.71,0.4,0.41,0.08,0.79,0.39
tango-cs.csv,0.5,0.46,1.0,0.14,0.23,0.18,0.84,0.69,0.29,0.32,0.87,0.73,0.5,0.35,0.61,0.38,1.0,0.13,0.68,0.95
uwom-server.csv,0.43,0.45,1.0,0.0,0.16,0.05,0.62,0.39,0.12,1.0,0.9,0.88,0.46,0.2,0.48,0.76,1.0,0.0,0.44,0.39
zengine.csv,0.3,0.39,0.79,0.18,0.23,0.15,0.62,0.46,0.28,0.27,0.94,1.0,0.5,0.28,0.63,0.5,0.52,0.08,0.63,0.42
