,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.12,0.27,0.69,0.23,0.39,0.97,0.15
kftpgrabber.csv,0.4,0.42,0.75,0.98,0.44,0.24,0.32
kindb.csv,0.48,0.52,1.0,0.53,0.43,0.32,0.72
m-a-d-n-e-s-s.csv,0.49,1.0,0.64,0.46,0.22,0.25,0.41
netatalk.csv,0.43,0.39,0.7,0.54,0.97,0.33,0.58
quickfast.csv,0.33,0.49,0.79,0.63,0.52,0.35,0.99
wow-qrsk.csv,0.98,0.41,0.0,0.55,0.23,0.12,0.29
