,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.46,0.53,0.25,0.02,0.5,0.0,0.03
kftpgrabber.csv,0.16,0.08,0.56,0.0,0.47,0.31,0.19
kindb.csv,0.28,0.3,0.0,0.4,0.39,0.46,0.38
m-a-d-n-e-s-s.csv,0.07,0.0,0.0,0.16,0.05,0.17,0.12
netatalk.csv,0.16,0.2,0.06,0.18,0.03,0.2,0.16
quickfast.csv,0.56,0.67,0.75,0.39,0.61,0.6,0.0
wow-qrsk.csv,0.0,0.57,0.06,0.19,0.45,0.22,0.0
