,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.0,0.16,0.47,0.22,0.31,0.16,0.38,0.91,0.08,0.13,0.44
gdis.csv,0.15,0.5,0.48,0.44,0.69,0.71,0.36,0.41,0.0,0.38,0.22
genoviz.csv,0.0,0.0,0.0,0.07,0.09,0.02,0.0,0.02,0.08,0.2,0.09
kml.csv,0.37,0.91,1.0,0.95,0.95,0.83,0.21,0.96,0.31,0.9,1.0
omseek.csv,0.0,0.05,0.0,0.07,0.22,0.2,0.0,0.01,0.0,0.37,0.11
ossbuild.csv,0.22,0.45,0.23,0.55,0.34,0.35,0.08,0.21,0.15,0.2,0.8
popeye-chess.csv,0.07,0.18,0.45,0.41,0.35,0.24,0.1,0.44,0.15,0.17,0.31
quarkplayer.csv,0.26,0.73,0.59,0.34,0.43,0.49,0.79,0.54,0.23,0.15,0.13
turbotrader-bos.csv,0.07,0.14,0.32,0.23,0.22,0.1,0.08,0.54,0.08,0.31,0.6
virtuoso.csv,0.89,0.11,0.0,0.85,0.71,0.78,0.9,0.14,0.69,0.55,0.64
zscreen.csv,0.07,0.32,0.69,0.97,0.79,0.46,0.36,0.61,0.23,0.63,0.71
