,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.61,0.51,0.5,0.62,0.6,0.48,0.75,0.13,0.59,0.68,0.6,0.78,0.17,0.74,0.69
emulemorph.csv,0.15,0.12,0.0,0.54,0.12,0.02,0.27,0.05,0.0,0.22,0.15,0.01,0.0,0.0,0.11
fceugc.csv,0.61,0.45,0.0,0.62,0.71,0.19,0.18,0.26,0.31,0.44,0.48,0.35,0.69,0.54,0.45
gnukeda.csv,0.41,0.71,0.61,0.41,0.5,0.87,0.0,0.25,0.3,0.38,0.32,0.34,0.66,0.53,0.56
gusanos.csv,0.19,0.4,0.72,0.0,0.06,0.11,0.47,0.79,0.0,0.18,0.31,0.52,0.62,0.15,0.34
micomt.csv,0.58,0.32,0.67,0.56,0.66,0.0,0.85,0.55,0.49,0.56,0.66,0.6,0.0,0.57,0.41
modplug.csv,0.3,0.13,0.61,0.21,0.6,0.0,0.63,0.61,0.52,0.76,0.63,0.46,0.57,0.56,0.59
ogre.csv,0.47,0.62,0.47,0.36,0.53,0.96,0.53,0.4,0.5,0.51,0.37,0.52,0.0,0.52,0.5
openfrag.csv,0.3,0.58,0.65,0.64,0.58,0.0,0.5,0.62,0.39,0.67,0.76,0.68,0.24,0.58,0.59
oscarmcmaster.csv,0.6,0.59,0.59,0.61,0.65,0.19,0.66,0.59,0.41,0.59,0.66,0.7,0.17,0.67,0.54
pidgin.csv,0.73,0.52,0.65,0.54,0.17,0.0,0.49,0.42,0.31,0.38,0.44,0.42,0.66,0.4,0.57
repositorium.csv,0.01,0.39,0.09,0.37,0.43,0.63,0.0,0.38,0.8,0.33,0.16,0.32,0.6,0.4,0.4
unimrcp.csv,0.52,0.53,0.7,0.69,0.72,0.31,0.51,0.49,0.44,0.54,0.56,0.61,0.52,0.56,0.56
xapian.csv,0.51,0.24,0.4,0.51,0.69,0.0,0.59,0.6,0.47,0.74,0.32,0.55,0.0,0.65,0.5
xqilla.csv,0.18,0.27,0.09,0.64,0.41,0.36,0.22,0.04,0.36,0.4,0.23,0.27,0.99,0.36,0.35
