,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.7,0.78,0.38,0.51,0.67,0.5,0.31,0.97,0.17,0.62,0.51,0.24,0.96,0.44,0.57
emulemorph.csv,0.02,0.03,0.0,0.24,0.0,0.5,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.01
fceugc.csv,0.34,0.28,0.0,0.51,0.28,0.5,0.07,0.14,0.36,0.58,0.3,0.25,0.69,0.23,0.48
gnukeda.csv,0.2,0.22,0.45,0.76,0.79,0.25,1.0,0.1,0.91,0.83,0.91,0.89,0.72,0.5,0.65
gusanos.csv,0.03,0.22,0.5,0.19,0.07,0.0,0.47,0.21,0.06,0.0,0.13,0.67,0.75,0.07,0.35
micomt.csv,0.44,0.91,0.57,0.76,0.7,1.0,0.14,0.79,0.79,0.79,0.62,0.73,1.0,0.74,0.87
modplug.csv,0.92,0.97,0.73,0.95,0.7,1.0,0.69,0.66,0.81,0.25,0.72,0.85,0.79,0.36,0.74
ogre.csv,0.55,0.25,0.77,0.48,0.74,0.0,0.49,0.38,0.78,0.38,0.85,0.78,0.26,0.68,0.77
openfrag.csv,0.92,0.53,0.24,0.67,0.35,1.0,0.22,0.28,0.43,0.21,0.25,0.44,0.94,0.16,0.58
oscarmcmaster.csv,0.73,0.22,0.24,0.55,0.42,0.5,0.14,0.66,0.05,0.12,0.25,0.27,0.96,0.22,0.26
pidgin.csv,0.31,0.31,0.23,0.23,0.12,1.0,0.37,0.03,0.29,0.0,0.02,0.45,0.36,0.12,0.44
repositorium.csv,0.0,0.44,0.08,0.22,0.56,0.5,0.19,0.79,0.27,0.75,0.96,0.55,0.77,0.74,0.33
unimrcp.csv,0.19,0.38,0.31,0.59,0.49,0.5,0.1,0.31,0.59,0.67,0.28,0.45,0.82,0.34,0.7
xapian.csv,0.81,0.94,0.85,0.83,0.56,1.0,0.07,0.66,0.7,0.5,0.91,0.8,1.0,0.18,0.81
xqilla.csv,0.16,0.16,0.12,0.47,0.4,0.5,0.8,0.1,0.66,0.62,0.25,0.49,0.06,0.58,0.45
