,recall,precision,pf,pci_20,ifa,wins
auber.csv,0.77,0.36,0.51,0.46,1.0,8
emulemorph.csv,0.09,0.71,0.0,0.67,0.0,14
fceugc.csv,0.43,0.56,0.3,0.53,3.0,3
gnukeda.csv,0.69,0.34,0.72,0.48,1.0,2
gusanos.csv,0.27,0.37,0.19,0.68,1.0,12
micomt.csv,0.85,0.55,0.76,0.44,1.0,10
modplug.csv,0.89,0.36,0.74,0.44,2.0,1
ogre.csv,0.59,0.32,0.55,0.55,1.0,6
openfrag.csv,0.63,0.5,0.43,0.48,2.0,7
oscarmcmaster.csv,0.64,0.5,0.26,0.52,1.0,13
pidgin.csv,0.4,0.5,0.29,0.54,1.0,11
repositorium.csv,0.36,0.28,0.5,0.62,1.0,4
unimrcp.csv,0.54,0.5,0.45,0.43,1.0,5
xapian.csv,0.84,0.55,0.81,0.45,1.0,9
xqilla.csv,0.32,0.32,0.45,0.63,3.0,0
