,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,1.0,0.88,0.33,1.0,0.87,0.95,0.71,0.62,0.83,0.83,0.94,1.0,0.92,0.18,0.62,1.0
gephex.csv,0.71,0.63,1.0,0.9,0.71,0.82,0.65,0.48,0.83,0.77,0.0,0.0,0.69,0.91,0.76,1.0
intact.csv,0.36,0.67,0.95,0.63,0.5,0.41,0.53,0.61,0.0,0.31,0.13,0.0,0.45,0.27,0.41,0.25
jbpm.csv,0.0,0.06,0.38,0.0,0.77,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.07,0.25
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0
jpaul.csv,0.0,0.2,0.14,0.17,0.62,0.0,0.88,0.36,0.0,0.0,0.06,1.0,0.04,0.27,0.69,0.0
lamp.csv,0.57,0.61,1.0,0.5,0.69,0.67,0.71,0.89,1.0,0.71,0.1,0.0,0.25,0.64,0.59,0.75
mevenide.csv,0.07,0.08,0.48,0.03,0.4,0.0,0.59,0.03,0.0,0.35,0.45,0.5,0.06,0.0,0.83,0.25
opendvr.csv,0.71,0.53,0.81,0.47,0.69,0.28,0.12,0.47,0.0,0.46,0.0,0.0,0.41,0.77,0.24,0.25
panda3d.csv,0.36,0.29,0.38,0.37,0.38,0.21,0.65,0.12,0.33,0.48,0.71,1.0,0.46,0.09,0.72,0.0
retromenu.csv,0.5,0.37,0.86,0.07,0.23,0.05,0.24,0.67,0.17,0.23,0.42,0.0,0.17,0.14,0.21,0.25
rohxel.csv,0.5,0.53,0.81,0.33,0.42,0.77,0.82,0.45,0.5,0.58,0.52,0.0,0.35,0.45,0.24,0.0
sevenupdate.csv,1.0,0.76,0.95,1.0,1.0,1.0,1.0,0.92,1.0,0.98,1.0,1.0,0.9,1.0,1.0,1.0
soar.csv,0.93,0.31,0.52,0.8,0.81,0.85,0.88,0.32,1.0,0.98,0.71,1.0,0.94,1.0,0.79,1.0
stemkit.csv,0.21,0.06,0.24,0.23,0.48,0.33,0.12,0.35,0.83,0.42,0.23,1.0,0.18,0.36,0.17,0.0
thedata.csv,0.57,0.45,0.86,0.47,0.4,0.72,0.71,0.95,0.83,0.52,1.0,0.0,0.76,0.45,0.41,1.0
