,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.45,0.11,0.44,0.6,0.54,0.28,0.37,0.18,0.56,0.25,0.44,0.22,0.25
cuberok.csv,0.62,0.57,0.89,0.3,0.31,0.12,0.35,0.33,0.6,0.62,0.52,0.74,0.62
exist.csv,1.0,0.79,0.93,0.9,0.89,0.99,0.99,0.99,0.24,0.83,0.89,0.93,0.69
google-web-toolkit.csv,0.93,0.87,0.5,0.1,0.4,0.74,0.43,0.23,0.26,0.25,0.41,0.04,0.16
gwanted.csv,0.44,0.21,0.38,0.38,0.34,0.2,0.24,0.2,0.06,0.08,0.5,0.17,0.12
ivatamasks.csv,0.91,0.28,0.67,0.22,0.77,0.71,0.71,0.33,0.46,0.88,0.46,0.63,0.25
ivataopenportal.csv,0.76,0.62,0.72,0.98,1.0,0.3,0.8,0.74,0.68,0.92,0.73,1.0,1.0
jaxen.csv,0.82,0.3,0.1,0.8,0.94,0.9,0.76,0.78,0.61,0.38,0.7,0.88,0.47
rockbox.csv,0.27,0.06,0.29,0.22,0.49,0.06,0.49,0.54,0.18,0.75,0.39,0.43,0.38
rodin-b-sharp.csv,0.0,0.4,0.01,0.92,0.4,0.11,0.15,0.64,0.29,0.33,0.27,0.55,0.41
tcl.csv,0.6,0.96,0.02,0.42,0.74,0.97,0.54,0.62,0.15,0.38,0.27,0.2,0.31
umber.csv,0.11,0.57,0.68,0.98,0.86,0.28,0.89,0.87,0.82,0.96,0.85,0.89,0.84
wheat.csv,0.47,0.09,0.2,0.0,0.37,0.17,0.49,0.29,0.88,0.33,0.46,0.39,0.47
