,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.72,0.79,0.77,0.78,0.65,0.76,0.66,0.95,0.73,0.46,0.24,0.96,0.8,0.67,0.87,0.9,0.83,0.93
beast-mcmc.csv,0.36,0.52,0.81,0.51,0.7,0.64,0.59,0.75,0.59,0.49,0.73,0.73,0.84,0.73,0.58,0.57,0.64,0.58
cuberok.csv,0.52,0.67,0.83,0.66,0.71,0.87,0.72,0.44,0.55,0.69,0.63,0.87,0.91,0.77,0.79,0.84,0.64,0.77
exist.csv,0.6,0.84,0.92,0.48,0.66,0.76,0.83,0.7,0.86,0.56,0.91,0.64,0.37,0.7,0.7,0.81,0.63,0.8
ingex.csv,0.57,0.73,0.66,0.7,0.58,0.7,0.7,0.85,0.64,0.9,0.65,0.67,0.76,0.69,0.6,0.57,0.81,0.75
javaprofiler.csv,0.53,0.68,0.93,0.96,0.67,0.64,0.79,0.71,0.88,0.59,0.87,0.97,1.0,0.7,0.7,0.95,0.78,0.33
jbasic.csv,0.7,0.61,0.94,0.65,0.69,0.79,0.79,0.73,0.7,0.44,0.93,0.67,0.93,0.85,0.92,0.75,1.0,0.66
jgnash.csv,0.66,0.51,0.63,0.45,0.67,0.71,0.64,0.73,0.39,0.77,0.82,0.6,0.64,0.65,0.75,0.67,0.79,0.62
jrefactory.csv,0.8,0.83,0.48,0.9,0.86,0.86,0.82,0.8,0.88,0.71,0.96,0.73,0.94,0.76,0.78,0.62,0.93,0.81
jsecurity.csv,0.76,0.53,0.86,0.43,0.86,0.71,0.72,0.87,0.61,0.91,0.75,0.82,0.49,0.64,0.75,0.66,0.79,0.82
libopenmetaverse.csv,1.0,0.99,0.97,1.0,0.92,0.54,1.0,0.89,0.99,1.0,0.73,0.84,0.72,0.99,1.0,0.91,0.94,1.0
mobicents.csv,0.55,0.53,0.76,0.59,0.48,0.93,0.44,0.76,0.52,0.67,0.59,0.87,0.74,0.59,0.56,0.87,0.72,0.72
mp-rechnungs-und-kundenverwaltung.csv,0.85,0.64,0.78,0.76,0.62,0.84,0.58,0.56,0.84,0.97,0.47,0.81,0.88,0.45,0.93,0.5,0.72,0.66
openefm.csv,0.67,0.4,0.93,0.62,0.73,0.62,0.81,0.71,0.63,0.97,0.48,1.01,0.72,0.7,0.52,0.67,0.7,0.79
power-architect.csv,0.69,0.64,0.8,0.68,0.7,0.92,0.74,0.97,0.77,0.8,0.84,0.97,0.95,0.69,0.92,0.92,0.25,0.89
sidekar.csv,1.0,0.69,1.0,1.0,0.29,1.0,1.0,0.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63
wheat.csv,0.69,0.7,0.94,0.73,0.76,0.78,0.73,0.66,0.64,0.97,0.74,0.79,0.73,0.78,0.41,0.51,0.6,0.86
yarp0.csv,0.88,0.72,0.73,0.81,0.65,0.81,0.6,0.87,0.7,0.95,0.42,0.52,0.59,0.79,0.61,0.67,0.89,0.72
