,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.38,0.92,0.56,0.87,0.44,0.44,0.54,0.0,0.45,0.48,0.68,0.88,0.9,0.38,0.88,0.83,0.4,0.93
beast-mcmc.csv,0.51,0.41,0.4,0.47,0.52,0.44,0.41,0.4,0.51,0.42,0.4,0.42,0.36,0.37,0.38,0.36,0.36,0.54
cuberok.csv,0.63,0.39,0.59,0.57,0.6,0.44,0.45,0.54,0.47,0.55,0.57,0.42,0.36,0.57,0.52,0.56,0.5,0.77
exist.csv,0.44,0.36,0.43,0.47,0.57,0.42,0.36,0.4,0.42,0.43,0.44,0.34,0.42,0.51,0.32,0.33,0.45,0.38
ingex.csv,0.48,0.65,0.68,0.81,0.62,0.49,0.44,0.71,0.47,0.46,0.6,0.6,0.65,0.4,0.62,0.54,0.44,0.57
javaprofiler.csv,0.5,0.38,0.38,0.47,0.49,0.46,0.38,0.4,0.44,0.45,0.44,0.4,0.34,0.47,0.42,0.36,0.52,0.49
jbasic.csv,0.39,0.43,0.43,0.56,0.46,0.47,0.4,0.44,0.41,0.5,0.42,0.39,0.36,0.37,0.88,0.34,0.35,0.56
jgnash.csv,0.43,0.46,0.38,0.4,0.38,0.62,0.45,0.41,0.56,0.5,0.67,0.36,0.5,0.54,0.32,0.33,0.69,0.57
jrefactory.csv,0.43,0.56,0.57,0.57,0.71,0.86,0.81,0.41,0.6,0.59,0.43,0.45,0.91,0.84,0.43,0.34,0.75,0.44
jsecurity.csv,0.75,0.6,0.55,0.45,0.92,0.44,0.77,0.63,0.54,0.91,0.68,0.88,0.51,0.48,0.78,0.55,0.79,0.77
libopenmetaverse.csv,0.33,0.36,0.38,0.46,0.46,0.52,0.36,0.4,0.41,0.43,0.46,0.43,0.47,0.36,0.35,0.35,0.36,0.4
mobicents.csv,0.39,0.4,0.42,0.53,0.51,0.42,0.44,0.42,0.44,0.42,0.64,0.4,0.36,0.35,0.5,0.37,0.34,0.65
mp-rechnungs-und-kundenverwaltung.csv,0.37,0.51,0.5,0.58,0.7,0.89,0.58,0.4,0.86,0.43,0.48,0.67,0.94,0.48,0.5,0.38,0.67,0.46
openefm.csv,0.51,0.57,0.6,0.53,0.91,0.65,0.41,0.48,0.61,0.75,0.74,0.87,0.44,0.61,0.52,0.53,0.81,0.74
power-architect.csv,0.45,0.44,0.44,0.47,0.52,0.38,0.43,0.38,0.55,0.65,0.5,0.38,0.36,0.44,0.36,0.47,0.44,0.47
sidekar.csv,0.0,0.62,0.0,0.0,0.47,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
wheat.csv,0.79,0.56,0.95,0.85,0.84,0.6,0.69,0.47,0.51,0.75,0.59,0.77,0.39,0.62,0.44,0.38,0.57,0.92
yarp0.csv,0.38,0.48,0.53,0.5,0.56,0.41,0.59,0.45,0.82,0.46,0.49,0.5,0.52,0.35,0.5,0.34,0.4,0.54
