,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.66,0.07,0.32,0.13,0.24,0.49,0.27,0.0,0.52,0.33,0.17,0.18,0.07,0.62,0.17,0.06,0.64,0.19
beast-mcmc.csv,0.25,0.4,0.74,0.38,0.58,0.4,0.49,0.63,0.54,0.33,0.64,0.58,0.84,0.72,0.5,0.46,0.57,0.17
cuberok.csv,0.26,0.58,0.39,0.41,0.24,0.83,0.52,0.34,0.48,0.18,0.41,0.79,0.91,0.43,0.58,0.52,0.43,0.19
exist.csv,0.55,0.84,0.82,0.38,0.26,0.69,0.81,0.6,0.86,0.47,0.74,0.63,0.28,0.57,0.67,0.8,0.36,0.78
ingex.csv,0.49,0.3,0.37,0.38,0.53,0.51,0.63,0.34,0.59,0.89,0.4,0.24,0.35,0.6,0.17,0.24,0.64,0.5
javaprofiler.csv,0.44,0.64,0.89,0.96,0.61,0.57,0.77,0.69,0.86,0.3,0.79,0.97,1.0,0.61,0.58,0.94,0.5,0.22
jbasic.csv,0.69,0.51,0.82,0.5,0.68,0.71,0.77,0.63,0.68,0.39,0.93,0.55,0.93,0.84,0.21,0.72,1.0,0.47
jgnash.csv,0.51,0.39,0.37,0.41,0.61,0.26,0.49,0.6,0.23,0.18,0.17,0.47,0.27,0.29,0.71,0.58,0.21,0.14
jrefactory.csv,0.74,0.67,0.37,0.82,0.58,0.06,0.41,0.69,0.68,0.53,0.95,0.58,0.05,0.33,0.62,0.54,0.0,0.81
jsecurity.csv,0.22,0.13,0.42,0.24,0.08,0.57,0.15,0.4,0.38,0.08,0.21,0.13,0.29,0.43,0.08,0.22,0.14,0.33
libopenmetaverse.csv,1.0,0.99,0.97,1.0,0.92,0.31,1.0,0.86,0.99,1.0,0.72,0.84,0.49,0.99,1.0,0.9,0.93,1.0
mobicents.csv,0.52,0.43,0.53,0.25,0.08,0.83,0.33,0.74,0.37,0.67,0.28,0.79,0.74,0.55,0.46,0.86,0.57,0.31
mp-rechnungs-und-kundenverwaltung.csv,0.83,0.33,0.63,0.67,0.29,0.09,0.31,0.26,0.26,0.97,0.47,0.0,0.05,0.27,0.0,0.32,0.14,0.64
openefm.csv,0.55,0.22,0.63,0.56,0.13,0.29,0.79,0.4,0.46,0.03,0.31,0.37,0.68,0.48,0.33,0.38,0.0,0.5
power-architect.csv,0.63,0.57,0.79,0.67,0.58,0.91,0.69,0.97,0.66,0.42,0.79,0.97,0.95,0.68,0.92,0.82,0.14,0.86
sidekar.csv,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44
wheat.csv,0.29,0.4,0.37,0.24,0.21,0.54,0.35,0.29,0.46,0.03,0.48,0.24,0.72,0.45,0.29,0.4,0.43,0.31
yarp0.csv,0.82,0.58,0.5,0.8,0.55,0.77,0.33,0.77,0.17,0.94,0.41,0.29,0.41,0.78,0.5,0.62,0.79,0.5
