,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.64,0.94,0.97,0.78,0.18,0.64
chaperon.csv,0.74,0.78,0.71,0.08,1.02,0.61
mule.csv,0.51,0.96,0.8,0.51,0.31,0.57
nunit.csv,0.63,0.49,0.97,0.54,0.8,0.45
springside.csv,0.58,0.38,0.83,0.66,0.57,0.52
swtfox.csv,0.82,0.96,0.53,0.51,0.74,0.94
