,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.0,0.39,0.25,0.22,0.12,0.67,0.45
java-gnome.csv,0.5,0.22,0.37,0.32,0.25,0.24,0.3
mb-unit.csv,0.5,0.49,0.48,0.38,0.12,0.59,0.83
mecat.csv,0.0,0.01,0.1,0.09,0.0,0.17,0.13
rodin-b-sharp.csv,1.0,0.21,0.13,0.68,0.44,0.09,0.65
unicase.csv,0.0,0.93,0.71,0.53,0.69,0.4,0.88
wpdev.csv,0.0,0.99,1.0,0.93,1.0,0.99,0.92
