,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.33,0.79,1.0,0.62,0.4,0.73,0.78,0.7,0.74
archive-crawler.csv,0.17,0.41,0.56,0.46,0.51,0.67,0.48,0.68,0.23
autowikibrowser.csv,0.75,0.79,0.89,0.8,0.66,0.6,0.78,0.7,0.83
jcae.csv,0.0,0.24,0.89,0.5,0.16,0.24,0.52,0.5,0.09
kmatplot.csv,0.0,0.72,0.78,0.75,0.34,0.31,0.61,0.43,0.11
mscore.csv,0.67,0.93,1.0,0.96,0.67,0.95,0.96,0.77,0.66
quickfast.csv,0.92,0.72,1.0,0.62,0.88,0.47,1.0,0.89,0.77
rhex.csv,0.83,0.38,0.44,0.25,0.42,0.2,0.17,0.2,0.45
riff-evolve.csv,0.33,0.72,1.0,0.69,0.43,0.69,0.52,0.61,0.6
