,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.68,0.5,0.84,0.5,0.61,0.49,0.72,0.52,0.65
archive-crawler.csv,0.88,0.73,0.49,0.69,0.67,0.7,0.57,0.82,0.8
autowikibrowser.csv,0.43,0.45,0.82,0.67,0.52,0.67,0.64,0.43,0.56
jcae.csv,1.0,0.77,0.22,0.67,0.84,0.76,0.58,0.58,0.92
kmatplot.csv,1.0,0.38,0.62,0.74,0.71,0.72,0.59,0.7,0.9
mscore.csv,0.53,0.71,0.95,0.88,0.41,0.74,0.76,0.6,0.66
quickfast.csv,0.81,0.55,0.89,0.56,0.69,0.72,1.0,0.86,0.34
rhex.csv,0.28,0.64,0.63,0.77,0.63,0.83,0.85,0.8,0.58
riff-evolve.csv,0.68,0.49,0.77,0.54,0.58,0.39,0.64,0.49,0.48
