,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.29,0.42,0.21,0.56,0.54,0.68,0.46,0.63,0.69
archive-crawler.csv,0.11,0.25,0.33,0.41,0.56,0.58,0.48,0.52,0.34
autowikibrowser.csv,0.37,0.45,0.2,0.54,0.69,0.56,0.49,0.67,0.76
jcae.csv,0.0,0.28,0.5,0.43,0.27,0.38,0.45,0.54,0.15
kmatplot.csv,0.0,0.51,0.23,0.5,0.45,0.41,0.46,0.45,0.19
mscore.csv,0.3,0.37,0.19,0.54,0.73,0.7,0.51,0.63,0.65
quickfast.csv,0.25,0.38,0.2,0.52,0.75,0.48,0.46,0.6,0.79
rhex.csv,0.5,0.37,0.22,0.32,0.53,0.28,0.21,0.34,0.57
riff-evolve.csv,0.31,0.42,0.23,0.56,0.57,0.72,0.41,0.62,0.67
