,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.88,0.13,0.63,0.13,0.23,0.36
fluent-nhibernate.csv,0.19,0.42,0.29,0.21,0.05,1.0
h2database.csv,0.72,0.86,0.13,0.2,0.27,0.4
jaql.csv,0.57,0.53,0.35,0.98,0.45,0.44
raven-monitoring.csv,0.34,0.34,0.93,0.34,0.47,0.28
v8.csv,0.64,0.58,0.44,0.57,1.0,0.77
