,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.86,0.11,0.86,0.11,0.19,0.59
fluent-nhibernate.csv,0.16,0.38,0.26,0.18,0.04,1.0
h2database.csv,0.77,0.83,0.11,0.17,0.23,0.35
jaql.csv,0.55,0.51,0.31,0.97,0.42,0.41
raven-monitoring.csv,0.3,0.3,0.91,0.3,0.43,0.24
v8.csv,0.66,0.57,0.4,0.54,1.0,0.76
