,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.14,0.89,0.71,0.89,0.81,0.95
fluent-nhibernate.csv,0.86,0.65,0.85,0.83,0.96,0.0
h2database.csv,0.48,0.17,0.9,0.83,0.77,0.66
jaql.csv,0.56,0.63,0.76,0.03,0.69,0.68
raven-monitoring.csv,0.77,0.78,0.09,0.74,0.62,0.81
v8.csv,0.56,0.57,0.64,0.52,0.0,0.31
